时间,水温,pH,电导率,浊度,溶解氧,高锰酸盐指数,总磷,氨氮,总氮,叶绿素,藻青蛋白
07/07/2012,27.60,7.44,153.00,37.80,6.11,1.62,0.09,0.30,2.30,4.50,1497.00
07/08/2012,27.80,7.39,161.00,29.40,5.78,1.73,0.08,0.35,2.66,4.50,1489.00
07/09/2012,28.00,7.43,157.00,20.20,6.12,1.89,0.08,0.22,2.25,4.30,1509.00
07/10/2012,28.40,7.44,160.00,23.20,6.44,1.60,0.07,0.23,2.44,4.50,1543.00
07/11/2012,28.40,7.44,170.00,26.40,6.14,2.04,0.07,0.28,2.66,4.50,1532.00
07/12/2012,28.70,7.51,170.00,23.20,6.47,2.16,0.07,0.19,2.26,4.40,1526.00
07/13/2012,28.80,7.49,181.00,23.40,6.25,2.31,0.06,0.32,2.71,4.30,1545.00
07/14/2012,28.90,7.49,181.00,28.70,6.01,2.45,0.07,0.24,2.64,4.30,1547.00
07/15/2012,29.10,7.61,176.00,31.70,6.50,2.70,0.07,0.17,2.36,4.30,1545.00
07/16/2012,28.60,7.47,181.00,40.90,5.65,2.60,0.07,0.25,2.60,4.20,1467.00
07/17/2012,28.30,7.46,198.00,93.30,5.39,2.97,0.11,0.27,3.05,4.10,1562.00
07/18/2012,28.40,7.52,210.00,96.60,5.02,3.03,0.13,0.32,3.58,4.20,1583.00
07/19/2012,28.40,7.53,203.00,33.40,5.19,3.23,0.10,0.26,3.09,4.00,1537.00
07/20/2012,28.80,7.56,211.00,32.80,5.15,3.02,0.10,0.27,3.26,4.10,1508.00
07/21/2012,29.10,7.60,217.00,92.50,5.04,1.79,0.11,0.31,3.36,4.00,1602.00
07/22/2012,28.40,7.52,220.00,32.50,4.44,1.76,0.11,0.56,4.24,4.10,1505.00
07/23/2012,27.80,7.50,190.00,59.60,4.64,2.03,0.14,0.38,3.87,4.00,1609.00
07/24/2012,27.60,7.52,186.00,61.50,4.72,1.93,0.14,0.37,3.91,3.70,1602.00
07/25/2012,27.80,7.54,201.00,54.30,4.80,1.74,0.12,0.34,4.15,3.80,1508.00
07/26/2012,27.50,7.59,220.00,114.10,5.52,2.11,0.15,0.42,4.90,3.80,1600.00
07/27/2012,26.70,7.60,149.00,852.20,6.12,2.81,0.29,0.37,4.20,4.10,3446.00
07/28/2012,27.20,7.50,165.00,339.30,5.20,2.12,0.16,0.40,0.38,3.70,1779.00
07/29/2012,27.60,7.57,157.00,344.50,5.69,1.97,0.15,0.19,0.94,3.70,1678.00
07/30/2012,27.90,7.54,168.00,172.10,5.49,1.91,0.13,0.30,2.28,3.80,1567.00
07/31/2012,27.80,7.53,166.00,206.30,5.21,1.89,0.12,0.26,2.78,3.80,1530.00
08/01/2012,28.10,7.56,164.00,63.20,5.28,1.75,0.12,0.19,2.81,3.70,1567.00
08/02/2012,27.90,7.52,171.00,53.30,5.00,1.79,0.11,0.30,3.37,3.70,1492.00
08/03/2012,27.40,7.58,175.00,85.70,5.43,1.82,0.12,0.21,2.88,3.70,1549.00
08/04/2012,26.00,7.51,158.00,467.30,7.36,5.53,,0.36,3.51,3.70,2840.00
08/05/2012,25.50,7.29,136.00,320.10,7.54,3.25,,0.73,3.62,3.70,2236.00
08/06/2012,26.10,7.26,106.00,254.10,6.91,2.33,,0.34,1.97,3.60,2133.00
08/07/2012,26.60,7.26,110.00,174.70,6.56,2.09,0.20,0.24,1.80,3.60,1911.00
08/08/2012,27.20,7.24,100.00,109.70,6.32,1.91,0.15,0.19,1.50,3.50,1676.00
08/09/2012,27.30,7.17,138.00,74.60,5.30,1.69,0.12,0.45,2.36,3.50,1553.00
08/10/2012,27.40,7.17,132.00,67.30,5.28,1.68,0.12,0.24,1.71,3.70,1508.00
08/11/2012,27.40,7.06,144.00,59.10,5.29,1.62,0.12,0.29,1.77,3.80,1482.00
08/12/2012,27.30,7.15,136.00,59.20,5.74,1.73,0.13,0.16,1.40,4.10,1495.00
08/13/2012,27.50,7.08,150.00,53.70,5.58,1.81,0.12,0.37,1.89,4.20,1495.00
08/14/2012,27.70,7.09,149.00,53.50,5.45,1.94,0.11,0.24,1.58,4.20,1504.00
08/15/2012,28.10,7.11,156.00,46.70,5.48,1.91,0.11,0.17,1.51,4.20,1510.00
08/16/2012,28.10,7.10,154.00,51.00,5.47,1.91,0.11,0.12,2.09,4.30,1546.00
08/17/2012,27.80,7.14,143.00,92.50,5.92,1.57,0.13,0.18,1.48,4.40,1670.00
08/18/2012,27.70,7.05,155.00,76.30,5.25,1.72,0.13,0.34,2.06,4.40,1639.00
08/19/2012,27.60,7.09,145.00,69.70,5.32,1.63,0.13,0.20,1.65,4.40,1610.00
08/20/2012,28.20,7.13,164.00,62.10,5.62,1.50,0.13,0.24,1.91,4.40,1591.00
08/21/2012,28.40,7.11,155.00,56.80,5.77,1.53,0.13,0.20,1.91,4.30,1571.00
08/22/2012,28.40,7.08,155.00,50.60,6.11,1.57,0.12,0.36,2.33,4.20,1516.00
08/23/2012,28.30,7.10,128.00,50.50,6.48,1.38,0.11,0.15,1.83,4.30,1492.00
08/24/2012,28.20,7.13,139.00,47.30,5.98,1.43,0.11,0.22,1.83,4.30,1505.00
08/25/2012,27.80,7.10,144.00,45.60,5.47,1.49,0.11,0.27,3.06,4.30,1463.00
08/26/2012,27.80,7.07,150.00,43.80,5.57,1.29,0.10,0.25,2.85,4.20,1393.00
08/27/2012,28.20,7.12,159.00,39.30,5.69,1.35,0.10,0.17,1.96,4.40,1406.00
08/28/2012,28.20,7.17,174.00,35.60,5.51,1.39,0.10,0.27,2.82,4.40,1401.00
08/29/2012,28.30,7.14,178.00,34.20,5.65,1.47,0.10,0.31,2.63,4.40,1402.00
08/30/2012,28.30,7.14,172.00,31.70,5.89,1.47,0.09,0.19,2.85,4.40,1418.00
08/31/2012,28.70,7.10,178.00,27.00,5.60,1.73,0.09,0.33,3.31,4.50,1420.00
09/01/2012,28.40,7.14,170.00,31.60,5.39,1.47,0.08,0.21,2.95,4.50,1441.00
09/02/2012,28.20,7.20,173.00,34.70,5.86,2.21,0.08,0.11,2.75,4.60,1531.00
09/03/2012,27.70,7.18,193.00,94.60,5.37,1.68,0.11,0.29,4.26,4.70,1546.00
09/04/2012,27.60,7.21,178.00,143.00,5.56,1.82,0.15,0.27,3.74,4.80,1557.00
09/05/2012,27.50,7.19,166.00,67.10,5.74,1.47,0.12,0.27,3.33,4.70,1507.00
09/06/2012,27.90,7.18,169.00,60.90,5.44,1.74,0.11,0.29,3.11,4.70,1553.00
09/07/2012,27.90,7.22,186.00,62.10,5.40,1.73,0.12,0.27,3.53,4.50,1538.00
09/08/2012,28.20,7.21,191.00,50.60,4.97,1.53,0.12,0.33,3.84,4.80,1501.00
09/09/2012,28.60,7.19,197.00,54.70,4.60,1.82,0.12,0.46,3.40,5.20,1511.00
09/10/2012,28.10,7.19,170.00,127.70,4.89,2.14,0.17,0.28,3.97,5.80,1661.00
09/11/2012,27.20,7.26,156.00,268.90,6.07,2.60,0.17,0.25,4.51,6.20,1960.00
09/12/2012,28.00,7.20,177.00,76.20,4.96,1.93,0.14,0.26,4.20,5.60,1468.00
09/13/2012,28.30,7.20,172.00,47.00,4.70,1.94,0.11,0.25,3.02,5.60,1400.00
09/14/2012,27.40,7.19,164.00,81.30,4.91,2.05,0.12,0.25,3.86,5.70,1451.00
09/15/2012,26.80,7.25,160.00,62.60,5.26,1.69,0.11,0.16,3.29,5.50,1415.00
09/16/2012,26.60,7.22,164.00,45.20,4.91,1.67,0.10,0.27,3.34,5.40,1380.00
09/17/2012,26.20,7.16,175.00,43.80,4.53,1.66,0.09,0.27,4.18,5.20,1372.00
09/18/2012,26.10,7.16,179.00,41.70,4.55,1.76,0.09,0.21,4.15,5.00,1362.00
09/19/2012,25.60,7.20,171.00,42.90,4.85,1.74,0.09,0.13,3.69,4.90,1349.00
09/20/2012,25.30,7.20,174.00,44.70,4.85,1.71,0.09,0.22,4.18,4.80,1353.00
09/21/2012,25.30,7.18,189.00,41.40,4.58,1.80,0.09,0.36,4.30,4.70,1340.00
09/22/2012,25.50,7.20,183.00,46.20,4.95,1.67,0.10,0.36,3.85,4.70,1352.00
09/23/2012,25.60,7.20,189.00,55.10,6.16,1.95,0.10,0.41,3.58,4.70,1366.00
09/24/2012,25.50,7.29,185.00,76.00,5.46,1.53,0.11,0.37,3.26,4.70,1408.00
09/25/2012,25.40,7.19,198.00,72.40,4.91,2.32,0.13,0.52,3.90,4.70,1411.00
09/26/2012,25.50,7.28,179.00,50.20,5.40,2.49,0.12,0.37,2.99,4.70,1388.00
09/27/2012,25.30,7.29,180.00,52.10,5.41,2.55,0.12,0.34,3.00,4.70,1425.00
09/28/2012,25.10,7.28,198.00,38.70,5.20,2.78,0.11,0.42,2.96,4.60,1372.00
09/29/2012,25.00,7.22,222.00,35.80,4.79,2.86,0.11,0.52,4.20,4.70,1356.00
09/30/2012,25.00,7.20,218.00,31.40,4.58,2.99,0.12,0.44,3.69,4.80,1342.00
10/01/2012,25.00,7.17,192.00,31.60,4.57,2.84,0.11,0.37,3.63,4.80,1346.00
10/02/2012,24.90,7.18,173.00,35.60,4.74,2.87,0.12,0.26,3.22,4.70,1337.00
10/03/2012,24.70,7.28,163.00,36.70,5.31,2.05,0.12,0.10,3.10,4.60,1327.00
10/04/2012,24.60,7.30,160.00,33.60,5.70,2.05,0.10,0.06,3.09,4.60,1330.00
10/05/2012,24.80,7.28,172.00,28.90,5.78,2.08,0.09,0.15,3.11,4.60,1352.00
10/06/2012,24.70,7.24,177.00,30.60,5.57,2.12,0.09,0.21,3.38,4.60,1348.00
10/07/2012,24.50,7.34,180.00,24.50,5.82,2.12,0.08,0.10,2.61,4.50,1351.00
10/08/2012,24.50,7.29,185.00,24.60,5.72,1.99,0.07,0.13,2.73,4.50,1325.00
10/09/2012,24.30,7.25,187.00,23.30,5.46,1.96,0.07,0.15,2.96,4.40,1319.00
10/10/2012,24.40,7.27,192.00,22.50,5.66,2.03,0.06,0.21,3.22,4.50,1313.00
10/11/2012,24.10,7.26,192.00,22.10,5.62,1.90,0.06,0.32,3.65,4.50,1324.00
10/12/2012,23.90,7.30,177.00,22.60,5.88,1.86,0.07,0.21,3.84,4.50,1331.00
10/13/2012,23.90,7.33,173.00,23.50,6.02,1.71,0.06,0.12,2.57,4.40,1352.00
10/14/2012,24.00,7.29,190.00,22.10,5.99,1.78,0.06,0.25,2.79,4.40,1349.00
10/15/2012,24.20,7.27,194.00,24.10,5.99,1.97,0.06,0.24,2.84,4.40,1359.00
10/16/2012,24.20,7.27,187.00,26.30,5.83,1.87,0.06,0.22,1.89,4.40,1357.00
10/17/2012,23.90,7.23,198.00,24.30,5.67,2.01,0.06,0.29,3.61,4.40,1316.00
10/18/2012,23.80,7.26,204.00,21.90,5.92,1.95,0.06,0.27,3.79,4.40,1295.00
10/19/2012,24.10,7.29,212.00,20.70,6.71,2.01,0.05,0.31,4.10,4.30,1302.00
10/20/2012,24.10,7.25,213.00,23.90,6.00,2.08,0.05,0.35,3.97,4.40,1305.00
10/21/2012,23.70,7.27,211.00,20.30,5.96,2.04,0.05,0.33,3.56,4.30,1307.00
10/22/2012,23.90,7.25,214.00,18.50,5.85,1.91,0.04,0.31,3.63,4.30,1318.00
10/23/2012,24.20,7.32,231.00,16.30,6.20,2.04,0.05,0.21,3.95,4.30,1312.00
10/24/2012,24.20,7.38,224.00,17.30,6.57,2.11,0.05,0.15,3.72,4.30,1353.00
10/25/2012,24.40,7.40,203.00,15.50,6.73,2.16,0.06,0.16,3.32,4.30,1385.00
10/26/2012,24.20,7.36,207.00,13.90,6.57,2.18,0.05,0.22,3.24,4.30,1398.00
10/27/2012,24.40,7.36,208.00,16.30,6.60,1.46,0.06,0.28,3.38,4.20,1412.00
10/28/2012,24.40,7.31,211.00,20.50,5.85,2.06,0.07,0.30,3.23,4.30,1432.00
10/29/2012,24.60,7.34,207.00,18.30,5.94,2.00,0.06,0.27,3.23,4.40,1441.00
10/30/2012,24.10,7.30,212.00,19.90,5.46,1.91,0.06,0.27,3.68,4.60,1439.00
10/31/2012,23.60,7.30,224.00,35.50,5.48,2.09,0.07,0.32,4.12,4.50,1411.00
11/01/2012,23.40,7.29,215.00,49.30,6.23,2.15,0.08,0.29,3.59,4.30,1351.00
11/02/2012,23.30,7.38,215.00,19.90,6.06,2.01,0.06,0.29,4.03,4.20,1341.00
11/03/2012,23.00,7.38,218.00,18.00,5.65,2.00,0.06,0.38,3.94,4.30,1349.00
11/04/2012,22.90,7.37,217.00,17.90,5.45,2.01,0.06,0.38,4.13,4.50,1328.00
11/05/2012,22.60,7.33,220.00,16.90,5.67,2.08,0.05,0.32,4.43,4.50,1316.00
11/06/2012,22.20,7.37,221.00,21.70,5.63,1.85,0.06,0.25,3.92,4.40,1301.00
11/07/2012,22.10,7.40,285.00,20.80,5.07,2.17,0.08,0.55,5.54,4.50,1290.00
11/08/2012,22.30,7.40,318.00,12.80,5.24,2.35,0.07,0.74,6.01,4.60,1294.00
11/09/2012,22.10,7.39,293.00,12.30,4.99,2.40,0.07,0.57,5.24,4.60,1281.00
11/10/2012,22.20,7.38,278.00,13.20,5.00,2.23,0.06,0.55,4.71,4.50,1284.00
11/11/2012,21.60,7.40,261.00,15.80,5.17,2.20,0.06,0.53,4.29,4.50,1282.00
11/12/2012,21.30,7.36,252.00,20.50,5.23,2.18,0.06,0.53,4.64,4.30,1277.00
11/13/2012,21.40,7.32,266.00,19.10,5.09,2.19,0.06,0.68,3.88,4.30,1283.00
11/14/2012,21.20,7.35,283.00,15.60,4.99,2.38,0.08,0.96,5.90,4.30,1271.00
11/15/2012,21.70,7.29,285.00,13.30,4.94,2.35,0.07,0.93,5.84,4.20,1272.00
11/16/2012,21.90,7.30,266.00,15.30,5.35,2.25,0.07,0.74,5.95,4.20,1274.00
11/17/2012,21.00,7.30,249.00,18.80,5.30,2.15,0.06,0.39,4.12,4.30,1267.00
11/18/2012,21.00,7.33,253.00,19.20,5.44,2.21,0.07,0.49,4.40,4.30,1266.00
11/19/2012,20.70,7.32,276.00,17.50,5.23,2.10,0.07,0.73,4.72,4.40,1265.00
11/20/2012,20.80,7.30,274.00,20.40,5.03,1.98,0.07,0.54,4.18,4.20,1263.00
11/21/2012,20.70,7.33,268.00,20.60,5.07,2.20,0.08,0.46,4.22,4.30,1263.00
11/22/2012,20.80,7.28,267.00,20.70,4.92,2.22,0.08,0.69,5.31,4.30,1262.00
11/23/2012,20.90,7.28,244.00,22.50,4.70,2.32,0.09,0.80,5.04,4.30,1262.00
11/24/2012,20.40,7.26,244.00,26.40,4.56,2.38,0.09,0.79,4.82,4.30,1269.00
11/25/2012,20.10,7.30,232.00,27.50,4.93,2.29,0.08,0.54,4.76,4.30,1279.00
11/26/2012,19.80,7.34,229.00,27.70,4.82,2.13,0.08,0.42,4.11,4.30,1274.00
11/27/2012,19.30,7.43,248.00,32.10,5.22,2.17,0.09,0.44,4.54,4.20,1283.00
11/28/2012,18.80,7.41,311.00,45.90,4.85,2.54,0.15,1.25,7.02,4.20,1283.00
11/29/2012,18.10,7.43,205.00,169.30,7.37,3.31,0.25,0.92,4.81,4.30,1358.00
11/30/2012,17.90,7.36,217.00,110.50,7.42,3.16,0.23,1.20,5.24,4.20,1330.00
12/01/2012,17.50,7.31,193.00,158.40,8.02,3.48,0.31,1.36,4.43,4.20,1348.00
12/02/2012,17.70,7.30,152.00,145.90,8.57,3.11,0.26,0.62,3.57,4.20,1345.00
12/03/2012,17.60,7.26,158.00,107.30,7.60,2.83,0.26,0.76,3.41,4.20,1325.00
12/04/2012,17.30,7.32,151.00,77.10,7.88,2.56,0.21,0.41,3.35,4.10,1318.00
12/05/2012,17.20,7.36,144.00,68.40,7.60,2.40,0.20,0.28,2.54,4.10,1311.00
12/06/2012,17.10,7.31,150.00,83.10,7.49,2.41,0.20,0.29,3.04,4.10,1325.00
12/07/2012,16.90,7.21,172.00,66.20,7.18,2.21,0.16,0.58,4.26,4.10,1304.00
12/08/2012,16.90,7.32,146.00,45.90,7.70,2.12,0.12,0.13,2.88,4.00,1271.00
12/09/2012,16.50,7.33,149.00,34.10,7.55,1.96,0.10,0.07,3.33,4.00,1271.00
12/10/2012,16.80,7.15,174.00,44.40,7.12,2.19,0.13,0.31,2.83,4.00,1242.00
12/11/2012,16.30,7.26,186.00,38.20,7.01,2.03,0.13,0.22,3.26,4.00,1229.00
12/12/2012,16.20,7.36,186.00,45.20,7.34,1.97,0.14,0.14,3.32,4.00,1220.00
12/13/2012,16.50,7.23,200.00,40.90,6.74,2.07,0.14,0.60,4.76,4.00,1232.00
12/14/2012,16.50,7.26,183.00,39.40,7.02,2.04,0.14,0.24,3.75,4.00,1224.00
12/15/2012,16.60,7.30,183.00,37.40,7.22,1.98,0.12,0.10,3.53,4.10,1218.00
12/16/2012,17.30,7.17,197.00,32.50,6.74,2.10,0.11,0.25,3.71,4.20,1233.00
12/17/2012,17.70,7.22,185.00,31.60,6.85,1.79,0.10,0.09,3.70,4.10,1227.00
12/18/2012,17.20,7.22,191.00,35.10,6.64,2.31,0.10,0.56,4.25,4.10,1232.00
12/19/2012,16.80,7.23,206.00,31.50,6.89,2.22,0.10,0.73,4.55,4.10,1220.00
12/20/2012,16.80,7.29,196.00,33.20,6.80,2.20,0.12,0.51,4.41,4.00,1222.00
12/21/2012,17.10,7.23,200.00,33.70,7.04,2.18,0.11,0.76,4.40,4.00,1215.00
12/22/2012,16.60,7.31,204.00,38.30,7.87,2.26,0.13,0.72,4.23,4.00,1227.00
12/23/2012,15.80,7.38,206.00,36.80,7.78,2.14,0.20,0.70,3.96,4.00,1227.00
12/24/2012,15.40,7.43,202.00,27.40,7.47,1.85,0.10,0.46,4.14,4.00,1215.00
12/25/2012,15.10,7.39,191.00,26.50,7.30,1.69,0.09,0.54,4.02,4.00,1215.00
12/26/2012,15.40,7.31,185.00,31.20,7.27,1.55,0.08,0.52,4.14,4.00,1214.00
12/27/2012,15.60,7.26,182.00,37.40,7.29,1.67,0.08,0.51,3.83,4.00,1218.00
12/28/2012,15.70,7.28,173.00,41.40,8.44,1.58,0.09,0.37,3.63,4.00,1222.00
12/29/2012,15.80,7.32,182.00,40.00,7.46,1.77,0.10,0.56,4.01,4.00,1221.00
12/30/2012,14.40,7.38,228.00,39.80,7.50,1.96,0.12,0.87,5.37,4.00,1212.00
12/31/2012,13.90,7.39,222.00,36.60,7.69,1.75,0.11,0.86,5.00,4.00,1210.00
01/01/2013,13.80,7.43,213.00,34.70,7.84,1.58,0.10,0.59,4.60,4.00,1216.00
01/02/2013,13.70,7.38,258.00,34.80,7.15,1.81,0.12,1.12,6.09,3.90,1209.00
01/03/2013,13.80,7.35,253.00,31.70,7.08,1.80,0.13,1.10,6.55,3.90,1211.00
01/04/2013,13.70,7.31,240.00,32.70,7.03,1.88,0.13,1.21,5.77,3.90,1211.00
01/05/2013,13.60,7.35,202.00,33.00,7.66,1.82,0.12,0.77,4.84,3.90,1214.00
01/06/2013,14.00,7.31,195.00,35.40,7.38,1.72,0.10,0.86,4.39,3.90,1208.00
01/07/2013,14.50,7.22,197.00,37.10,7.90,1.84,0.10,0.96,5.12,3.90,1212.00
01/08/2013,14.70,7.29,182.00,36.80,7.62,1.82,0.10,0.71,4.06,3.90,1212.00
01/09/2013,14.30,7.24,199.00,33.00,7.20,1.82,0.10,0.92,4.18,3.90,1212.00
01/10/2013,14.20,7.25,197.00,34.30,7.38,1.84,0.10,0.83,2.78,4.00,1208.00
01/11/2013,14.10,7.32,216.00,33.00,7.36,1.62,0.09,0.83,3.93,3.90,1220.00
01/12/2013,14.30,7.36,220.00,31.10,7.40,1.64,0.09,0.76,4.20,3.80,1207.00
01/13/2013,14.60,7.30,218.00,27.20,7.10,1.70,0.09,0.99,4.93,3.90,1208.00
01/14/2013,14.50,7.35,205.00,27.20,7.34,1.56,0.09,0.78,4.61,3.90,1208.00
01/15/2013,14.70,7.31,213.00,27.40,7.34,1.69,0.08,0.76,3.91,3.90,1207.00
01/16/2013,15.20,7.23,217.00,24.70,7.15,1.72,0.10,0.90,4.32,3.90,1204.00
01/17/2013,14.80,7.22,208.00,25.50,7.16,1.64,0.09,0.90,4.51,3.90,1212.00
01/18/2013,14.80,7.26,210.00,25.50,7.34,1.60,0.09,0.87,4.45,3.90,1210.00
01/19/2013,14.60,7.28,212.00,25.10,7.51,1.48,0.08,0.87,4.18,3.90,1200.00
01/20/2013,15.20,7.27,214.00,22.10,7.43,1.44,0.08,0.79,4.31,3.90,1199.00
01/21/2013,15.30,7.25,209.00,22.90,7.35,1.54,0.07,0.75,4.71,3.90,1207.00
01/22/2013,15.30,7.27,238.00,24.20,7.17,1.60,0.08,0.78,4.27,3.90,1199.00
01/23/2013,15.90,7.27,246.00,27.40,7.40,1.58,0.09,0.74,4.11,3.90,1208.00
01/24/2013,16.10,7.32,234.00,27.60,7.77,1.60,0.08,0.63,4.21,3.80,1211.00
01/25/2013,15.90,7.41,246.00,28.20,7.84,1.77,0.09,0.73,4.75,3.90,1206.00
01/26/2013,16.10,7.35,312.00,19.70,7.15,1.89,0.07,1.30,7.52,3.90,1201.00
01/27/2013,16.20,7.34,319.00,23.30,6.71,1.88,0.09,1.24,6.29,3.80,1195.00
01/28/2013,16.10,7.36,276.00,18.80,6.63,1.99,0.09,0.89,6.31,3.90,1200.00
01/29/2013,16.00,7.31,205.00,27.40,6.89,1.81,0.08,0.35,4.02,3.80,1202.00
01/30/2013,16.20,7.24,228.00,24.20,7.67,1.93,0.08,0.33,4.49,3.90,1207.00
01/31/2013,15.70,7.31,229.00,26.70,6.87,2.18,0.09,0.27,5.10,4.00,1202.00
02/01/2013,17.50,7.23,167.00,21.60,7.56,1.86,0.08,0.16,3.58,3.90,1211.00
02/02/2013,16.90,7.27,159.00,18.10,7.64,1.71,0.07,0.15,2.61,3.80,1217.00
02/03/2013,16.90,7.33,167.00,15.00,7.49,1.67,0.07,0.11,3.03,3.80,1229.00
02/04/2013,17.50,7.29,199.00,12.90,6.97,1.87,0.07,0.14,4.14,3.80,1225.00
02/05/2013,17.80,7.24,277.00,18.20,6.00,2.22,0.07,0.35,6.26,3.90,1225.00
02/06/2013,18.10,7.24,241.00,28.30,6.24,2.34,0.08,0.36,5.83,3.90,1219.00
02/07/2013,17.90,7.27,131.00,28.70,7.10,2.18,0.10,0.07,2.44,3.90,1228.00
02/08/2013,17.30,7.35,113.00,24.10,7.62,1.90,0.09,,2.21,3.90,1231.00
02/09/2013,17.10,7.39,133.00,18.30,7.53,1.89,0.08,0.32,2.59,3.90,1240.00
02/10/2013,16.60,7.41,177.00,17.80,7.05,1.98,0.09,0.74,3.57,3.90,1236.00
02/11/2013,16.80,7.37,200.00,15.80,6.27,1.95,0.10,1.02,4.89,3.90,1235.00
02/12/2013,16.70,7.35,201.00,17.00,6.14,1.89,0.10,0.97,3.44,3.90,1221.00
02/13/2013,16.70,7.34,213.00,16.90,6.05,1.99,0.10,1.14,3.68,3.90,1216.00
02/14/2013,16.80,7.30,180.00,16.80,6.21,1.87,0.10,0.93,2.84,3.90,1222.00
02/15/2013,17.00,7.25,221.00,14.90,5.69,2.07,0.11,1.57,4.15,3.90,1224.00
02/16/2013,16.80,7.28,204.00,15.10,5.75,2.24,0.12,1.42,4.19,3.90,1215.00
02/17/2013,16.90,7.25,176.00,15.50,5.83,2.07,0.12,1.01,3.24,3.90,1221.00
02/18/2013,17.70,7.22,163.00,13.10,6.07,1.97,0.11,0.89,2.82,4.00,1228.00
02/19/2013,17.90,7.20,171.00,12.30,6.20,2.16,0.10,0.98,2.73,3.90,1223.00
02/20/2013,17.20,7.21,172.00,14.20,6.05,2.00,0.10,0.90,2.70,3.90,1228.00
02/21/2013,17.20,7.20,170.00,14.50,6.25,2.01,0.10,0.90,2.65,3.90,1225.00
02/22/2013,17.20,7.21,158.00,14.60,6.47,1.87,0.10,0.67,2.45,3.90,1230.00
02/23/2013,16.80,7.27,156.00,15.30,6.80,1.91,0.09,0.47,2.42,3.90,1221.00
02/24/2013,16.70,7.34,155.00,16.10,6.98,1.73,0.09,0.40,2.26,3.90,1220.00
02/25/2013,17.20,7.37,161.00,16.50,6.81,1.73,0.10,0.37,2.03,3.90,1228.00
02/26/2013,17.10,7.37,149.00,16.90,6.99,1.76,0.10,0.26,2.06,3.90,1224.00
02/27/2013,17.60,7.39,162.00,17.00,6.97,1.84,0.10,0.28,2.05,3.90,1226.00
02/28/2013,17.90,7.39,159.00,13.70,7.14,1.78,0.08,0.27,1.70,3.90,1231.00
03/01/2013,18.50,7.41,159.00,11.80,7.11,1.87,0.08,0.27,1.74,3.90,1228.00
03/02/2013,18.30,7.42,154.00,12.20,7.35,2.05,0.07,0.22,1.64,4.00,1233.00
03/03/2013,18.00,7.44,160.00,13.80,7.38,1.91,0.07,0.20,1.68,3.90,1235.00
03/04/2013,17.90,7.44,175.00,12.00,7.49,1.48,0.07,0.24,1.92,3.90,1229.00
03/05/2013,18.10,7.43,190.00,10.20,7.39,1.55,0.06,0.27,2.06,3.90,1235.00
03/06/2013,18.10,7.46,198.00,10.30,7.20,1.56,0.08,0.33,2.17,3.90,1230.00
03/07/2013,18.40,7.42,207.00,10.40,6.83,1.64,0.08,0.42,2.63,3.90,1231.00
03/08/2013,18.50,7.40,186.00,9.50,7.67,1.67,0.07,0.36,2.49,3.90,1231.00
03/09/2013,18.80,7.45,167.00,10.50,8.69,1.69,0.07,0.26,2.07,3.90,1227.00
03/10/2013,19.80,7.55,168.00,12.00,9.49,1.84,0.07,0.28,1.89,3.90,1225.00
03/11/2013,20.10,7.67,182.00,15.30,8.84,1.85,0.09,0.14,1.92,3.90,1218.00
03/12/2013,19.30,7.56,217.00,15.10,9.38,2.08,0.06,0.14,2.49,3.80,1219.00
03/13/2013,19.70,7.50,227.00,10.50,9.25,2.03,0.06,0.27,2.39,3.90,1218.00
03/14/2013,19.80,8.01,221.00,9.80,7.81,1.94,0.06,0.34,2.32,7.40,1292.00
03/15/2013,19.60,7.95,222.00,9.40,6.49,1.91,0.06,0.43,2.50,12.50,1373.00
03/16/2013,20.10,7.91,232.00,9.30,6.22,1.79,0.05,0.57,3.03,9.50,1308.00
03/17/2013,20.10,7.82,245.00,9.50,5.70,1.69,0.05,0.67,3.18,7.20,1276.00
03/18/2013,20.40,7.57,248.00,8.70,5.89,1.95,0.05,0.67,2.35,6.90,1285.00
03/19/2013,20.60,7.17,242.00,8.50,6.13,1.81,0.04,0.66,3.72,2.90,1279.00
03/20/2013,20.90,7.02,254.00,9.20,5.96,1.93,0.04,0.77,3.23,3.70,1295.00
03/21/2013,20.70,7.10,271.00,10.20,5.28,2.00,0.05,0.90,4.49,4.50,1271.00
03/22/2013,21.30,7.36,278.00,10.80,6.06,2.09,0.05,1.03,4.33,4.70,1273.00
03/23/2013,21.40,7.53,275.00,10.10,5.28,2.26,0.06,1.13,4.00,4.50,1277.00
03/24/2013,21.20,7.49,297.00,17.70,4.03,2.51,0.10,1.50,5.05,4.50,1274.00
03/25/2013,21.20,7.44,294.00,28.50,5.01,2.51,0.11,1.25,6.76,4.50,1313.00
03/26/2013,20.50,7.05,287.00,23.10,4.93,2.38,0.09,1.06,7.40,4.60,1287.00
03/27/2013,20.60,6.86,308.00,43.20,8.75,2.46,0.13,1.40,7.38,4.60,1312.00
03/28/2013,20.30,6.81,277.00,45.20,8.69,2.08,0.17,1.42,6.24,4.60,1316.00
03/29/2013,20.10,7.11,259.00,39.00,8.86,1.97,0.17,1.28,5.74,4.60,1318.00
03/30/2013,19.60,7.06,271.00,30.20,6.98,2.01,0.16,1.39,6.25,4.60,1297.00
03/31/2013,19.40,7.03,270.00,22.70,5.72,1.88,0.15,1.39,6.55,4.60,1285.00
