时间,水温,pH,电导率,浊度,溶解氧,高锰酸盐指数,总磷,氨氮,总氮,叶绿素
09/23/2012,25.4,6.77,229,45,4.39,2.2,0.18,0.98,3.4,5.2
09/24/2012,25.2,6.68,236,72.9,5.02,2.2,0.21,0.98,3.06,5.2
09/25/2012,25.4,6.79,306,58.6,5.22,1.99,0.21,1.26,4.45,5.2
09/26/2012,25.5,6.62,229,46.5,5.17,2.57,0.22,0.67,3.55,5.3
09/27/2012,25.1,6.46,179,52,5.11,2.63,0.23,0.9,3.3,5.3
09/28/2012,25,6.58,173,41.2,4.9,2.64,0.22,0.39,2.83,5.2
09/29/2012,24.7,6.63,146,45.9,5.6,2.69,0.18,0.18,2.29,5.2
09/30/2012,24.6,6.72,178,41,5.3,2.6,0.19,0.22,2.84,5.2
10/01/2012,24.5,6.54,207,34.9,5.27,2.25,0.16,0.56,3.1,5.1
10/02/2012,24.2,6.75,183,38.4,5.83,2.84,0.18,0.22,2.5,5.2
10/03/2012,24.3,6.63,201,37.2,5.77,2.98,0.16,0.52,2.99,5.2
10/04/2012,24.3,6.69,185,39.7,5.86,3.14,0.15,0.3,2.72,5.2
10/05/2012,24.4,6.64,206,35.3,5.57,3.04,0.15,0.48,3.14,5.2
10/06/2012,24.5,6.48,194,32.3,5.42,2.51,0.13,0.52,2.88,5.2
10/07/2012,24.5,6.53,172,33.8,5.22,2.11,0.13,0.33,2.87,5.2
10/08/2012,24.3,6.68,179,33.9,5.24,2.21,0.15,0.29,2.63,5.1
10/09/2012,24.2,6.62,197,31.8,5.8,2.32,0.13,0.61,3.2,5.1
10/10/2012,24.1,6.69,168,30.8,5.97,2.4,0.13,0.34,2.98,5
10/11/2012,24,6.61,187,31.4,5.87,2.18,0.12,0.54,2.82,5.1
10/12/2012,23.7,6.75,194,33.4,5.7,2.75,0.14,0.37,1.87,5.1
10/13/2012,23.7,6.64,206,32,5.48,2.96,0.13,0.78,2.04,5.1
10/14/2012,23.7,6.6,221,37.9,5.06,2.02,0.12,0.61,2.73,5.1
10/15/2012,24,6.6,216,33,5.03,2.33,0.12,0.53,2.69,5.2
10/16/2012,24.9,6.69,180,20.7,6.07,2.22,0.11,0.46,2.2,5.4
10/17/2012,24.2,6.84,240,21.8,4.98,2.28,0.13,0.48,3.24,5.3
10/18/2012,23.6,6.93,189,34,5.91,2.73,0.16,0.27,2.03,5.1
10/19/2012,23.3,6.91,156,35,6.31,2.51,0.16,0.12,1.16,5
10/20/2012,23.4,6.96,210,39.9,5.86,2.28,0.15,0.26,2.09,5.1
10/21/2012,23.6,6.7,196,58.2,5.06,1.77,0.12,0.49,2.6,5.1
10/22/2012,23.7,6.62,215,118.2,4.41,1.51,0.1,0.09,2.88,5.1
10/23/2012,23.9,6.72,189,93.5,5.31,2.03,0.12,0.35,2.56,5.2
10/24/2012,24.1,6.75,191,27.5,6.29,2.32,0.12,0.37,2.2,5.4
10/25/2012,24.2,6.74,215,24.4,5.89,2.56,0.12,0.26,2.41,5.3
10/26/2012,24.2,6.68,195,22.2,5.72,3.08,0.12,0.43,2.21,5.2
10/27/2012,24.1,6.65,189,24.4,5.36,3.12,0.11,0.41,1.87,5.2
10/28/2012,24.5,6.68,216,19.7,5,2.94,0.11,0.29,2.7,5.2
10/29/2012,24.6,6.63,218,20.9,4.53,2.2,0.1,0.18,2.56,5.2
10/30/2012,24.1,6.68,196,22.2,4.53,1.91,0.12,0.26,2.71,5.1
10/31/2012,23.8,6.95,360,24.4,5.05,1.75,0.14,0.48,4.09,5.1
11/01/2012,23.2,6.96,376,24.4,4.89,2.49,0.19,0.7,4.11,5.1
11/02/2012,22.8,6.96,361,21.6,4.8,2.3,0.19,0.24,3.52,5
11/03/2012,23,6.9,300,26.7,4.89,2.17,0.19,0.21,3.29,5
11/04/2012,22.5,6.85,303,24.9,5.08,2.2,0.17,0.81,3.02,5
11/05/2012,22.2,6.86,270,20.7,5.06,2.39,0.19,0.56,3.33,5.1
11/06/2012,22.4,6.99,283,27.7,5.98,2.33,0.2,0.08,2.74,5.4
11/07/2012,21.7,7,358,21.2,5.37,2.51,0.2,0.75,3.61,5.3
11/08/2012,21.7,6.98,350,25.6,5.48,3.05,0.2,1.08,4.45,5.3
11/09/2012,21.7,6.9,285,23.1,5.55,2.69,0.19,0.15,3.1,5.1
11/10/2012,22.2,6.81,296,17.7,5.14,2.62,0.18,0.27,4.3,5
11/11/2012,22,6.79,269,24.8,5.45,2.4,0.17,0.15,3.65,5
11/12/2012,21.6,6.86,307,25,5.2,2.37,0.18,0.5,3.92,5.1
11/13/2012,21.8,6.8,242,17.7,5.62,2.74,0.17,0.54,3.07,5.1
11/14/2012,21.9,6.67,215,15.1,5.56,1.84,0.16,0.28,2.77,5.1
11/15/2012,21.9,6.84,309,20.7,5.16,2.44,0.17,0.31,3.09,5
11/16/2012,22,6.82,266,19.6,5.61,2.11,0.19,1.13,3.81,5.1
11/17/2012,21.8,6.84,267,22.2,5.26,1.84,0.19,0.85,4.25,5.2
11/18/2012,21.4,6.74,240,21.5,5.43,1.83,0.19,1.25,3.28,5.2
11/19/2012,21,6.74,260,19.1,5.43,1.86,0.18,1.22,3.62,5.2
11/20/2012,21.2,6.76,294,16.4,5.24,1.95,0.18,0.67,3.65,5.4
11/21/2012,21.4,6.67,217,12.8,5.63,2.49,0.16,0.75,2.78,5.1
11/22/2012,21.5,6.74,290,18.7,5.09,2.64,0.16,0.97,3.13,5
11/23/2012,21.3,6.86,343,25.7,5.45,2.78,0.16,0.8,3.72,5.1
11/24/2012,20.4,7,427,30.9,5.63,1.86,0.19,1.44,3.62,5.1
11/25/2012,20.5,6.84,311,20.3,5.35,2.73,0.24,0.98,3.45,5.1
11/26/2012,20.3,6.9,305,23.1,4.97,2.86,0.26,0.65,3.58,5.1
11/27/2012,19.5,6.97,310,46.5,4.74,3.18,0.3,3.04,5.08,5.1
11/28/2012,18.9,7.02,280,36,5.34,3.71,0.32,2.21,5.1,5.1
11/29/2012,17.8,7.04,357,217.6,7.71,4.61,,2.95,5.83,5.1
11/30/2012,17.4,6.95,219,401.9,7.75,4.42,0.45,1.65,4.63,5.1
12/01/2012,18,6.87,252,157.8,7.71,3.44,0.36,1.35,4.46,5
12/02/2012,18.1,6.85,228,156.9,7.78,3.5,0.41,1.05,4.55,5
12/03/2012,18.1,6.72,192,99.1,7.16,2.89,0.35,0.47,3.7,4.9
12/04/2012,18,6.63,214,79.7,6.27,2.99,0.29,1.36,4.31,4.9
12/05/2012,18.2,6.78,162,54.5,6.56,2.7,0.22,0.3,2.91,4.9
12/06/2012,17.4,6.8,237,56.7,6.49,2.53,0.2,0.68,3.63,4.9
12/07/2012,17.2,6.91,222,56.5,6.57,2.73,0.24,0.48,2.92,4.9
12/08/2012,17.4,6.86,223,48.7,6.49,2.65,0.21,0.53,3,4.9
12/09/2012,17.2,6.79,232,45.2,6.23,2.96,0.22,1.2,3.59,4.9
12/10/2012,17.4,6.79,179,42.8,6.5,2.75,0.19,0.17,2.7,4.9
12/11/2012,17.1,6.77,231,40.3,5.97,2.85,0.19,1.04,3.37,4.9
12/12/2012,17.1,6.69,186,44.2,5.89,2.78,0.18,0.46,2.98,4.9
12/13/2012,17.3,6.72,178,36.6,6.09,2.4,0.17,0.41,2.34,4.9
12/14/2012,17.6,6.77,223,32.7,6.32,1.99,0.18,0.91,3.43,4.9
12/15/2012,17.9,6.74,215,32.1,6.23,2.23,0.18,0.89,3.26,5
12/16/2012,18.1,6.79,208,30.3,6.18,2.31,0.18,0.5,3.01,4.9
12/17/2012,18.2,6.72,229,31.4,5.95,2.41,0.18,1.06,3.46,5
12/18/2012,18.1,6.65,186,31,5.94,2.31,0.16,0.42,3.05,5
12/19/2012,17.5,6.83,270,32.4,5.27,2.19,0.2,1.29,3.94,5
12/20/2012,17.4,6.77,215,29.6,5.33,2.13,0.2,0.56,2.82,5
12/21/2012,17.9,6.58,189,27,5.15,2.09,0.17,0.62,3,5
12/22/2012,17.8,6.71,188,31.8,6.51,2.21,0.16,0.5,3.09,5
12/23/2012,16.9,6.76,143,17.7,7.44,1.47,0.13,0.18,2.12,5
12/24/2012,16.3,6.78,177,15.8,6.97,1.79,0.14,0.32,2.53,4.9
12/25/2012,15.9,6.82,245,14.3,6.5,1.93,0.15,0.97,3.07,4.9
12/26/2012,15.7,7.06,285,14.9,6.12,2.15,0.2,0.83,3.69,5
12/27/2012,16.2,6.94,235,22.5,6.6,2,0.2,0.91,3.4,4.9
12/28/2012,15.7,7.11,325,29,6.39,2.08,0.21,1.19,3.93,4.9
12/29/2012,15.9,7.11,292,38.4,6.14,2.74,0.28,2.16,4.13,5
12/30/2012,15.3,7.17,320,34.7,5.85,2.59,0.28,2.06,4.37,4.9
12/31/2012,14.8,7.06,263,33.2,6.24,2.43,0.25,1.49,3.83,4.9
01/01/2013,14.6,7.09,217,26.3,7.04,2.49,0.23,1.2,3.19,4.9
01/02/2013,15.2,6.99,196,25.6,6.82,2.22,0.19,0.47,2.78,4.9
01/03/2013,15.3,6.96,203,23.9,6.71,2.36,0.19,1.14,3.43,5
01/04/2013,15.1,6.91,171,21.5,6.66,2.21,0.18,0.4,2.7,4.9
01/05/2013,14.8,6.89,202,21.9,6.3,2.36,0.18,0.94,3.05,5
01/06/2013,14.9,6.9,214,21.5,6.25,2.49,0.17,1.06,3.17,5
01/07/2013,15.1,6.96,211,22.4,6.31,2.45,0.18,0.98,3.34,5
01/08/2013,15.3,6.97,200,20.5,6.48,2.35,0.18,0.81,3.18,5
01/09/2013,15.3,6.99,237,24.5,5.61,2.33,0.19,1.4,3.49,4.9
01/10/2013,15.1,6.79,182,22.1,6.18,1.89,0.15,0.48,2.69,4.9
01/11/2013,15,7.02,232,26,6.47,2.17,0.16,0.77,3.87,5
01/12/2013,15.3,6.9,181,20.9,6.73,1.94,0.17,0.59,3.2,5
01/13/2013,15.6,6.87,210,23.6,6.47,2,0.16,0.73,3.37,5
01/14/2013,15.5,6.85,220,22.1,6.52,2.16,0.17,1.09,3.66,5.1
01/15/2013,15.3,6.95,247,24.3,6.51,2.11,0.18,0.61,3.54,5.1
01/16/2013,15.3,6.97,224,17.8,6.77,2.37,0.19,0.47,3.44,5.1
01/17/2013,15.4,6.88,212,14.4,6.47,2.08,0.17,0.64,3,5
01/18/2013,15.4,7.19,326,32.3,6.23,2.46,0.21,1.85,4.49,5.3
01/19/2013,15.1,7.3,395,22.9,5.66,2.61,0.24,1.91,5.25,5.2
01/20/2013,15.3,7.35,457,35.5,5.46,2.78,0.19,2.99,5.82,5.2
01/21/2013,15.5,7.37,472,33.6,5.25,3.09,0.17,3.37,6.29,5.2
01/22/2013,15.9,7.26,330,35,5.95,3.08,0.17,2.47,5.47,5.3
01/23/2013,16.4,7.17,283,27.9,6.38,3.03,0.18,1.97,4.33,5.2
01/24/2013,16.4,6.79,138,22.7,7.12,2.71,0.16,0.65,2.96,5.1
01/25/2013,16.2,6.82,176,23.9,7.2,2.87,0.15,0.98,3.08,5.1
01/26/2013,16.1,6.98,246,22.1,6.49,3.06,0.15,1.38,4.12,5.2
01/27/2013,15.9,6.74,173,18,6.9,2.3,0.14,0.68,2.72,5.2
01/28/2013,15.7,6.72,174,20.5,7.19,1.87,0.14,0.86,2.51,5.1
01/29/2013,15.7,6.69,148,22.6,7.76,1.88,0.13,0.64,2.06,5.2
01/30/2013,16.1,6.79,193,17.8,6.92,2.02,0.14,0.71,2.69,5.2
01/31/2013,16.3,7.05,329,31.1,6.07,2.5,0.16,2.1,4.01,5.2
02/01/2013,16.4,6.9,251,27.8,7.16,2.84,0.16,2.39,4.17,4.9
02/02/2013,16.5,6.55,109,8.7,8.34,2.44,0.12,0.53,2.23,5.3
02/03/2013,16.5,6.6,82,8.8,8.36,2.52,0.11,0.35,1.67,5.3
02/04/2013,16.5,6.66,71,10.9,8.48,2.62,0.11,0.2,1.67,5.3
02/05/2013,16.9,6.84,150,9.2,7.9,2.1,0.11,1.14,2.71,5.8
02/06/2013,17.4,6.95,217,10.6,6.98,2.51,0.13,1.7,3.34,5.7
02/07/2013,17.8,7.02,242,8.4,6.85,2.34,0.12,1.79,3.76,5.5
02/08/2013,16.6,6.91,156,7.5,7.3,1.9,0.12,1.06,2.92,5.3
02/09/2013,16.7,7.06,270,11.2,6.81,2.33,0.15,2.1,4,5.5
02/10/2013,16.3,6.99,217,8.7,6.85,2.36,0.16,2.05,3.98,5.4
02/11/2013,16.1,6.88,156,16.5,7.07,2.2,0.15,1.01,3.07,5.4
02/12/2013,16.2,6.96,164,11.2,6.57,2.12,0.16,0.82,3.15,5.3
02/13/2013,16.3,6.85,151,41.9,7.54,1.91,0.15,1.08,2.8,5.3
02/14/2013,16.8,6.9,161,29,7.87,2.49,0.16,1.24,3.33,5.7
02/15/2013,16.9,6.77,150,-,8.55,2.43,0.16,1.06,3.25,6
02/16/2013,16.6,6.82,152,-,8.59,2.35,0.16,0.82,3.65,5.8
02/17/2013,16.4,6.85,119,-,9.27,2.45,0.15,0.51,2.65,5.5
02/18/2013,16.8,6.94,131,-,8.99,2.48,0.15,0.33,2.98,6
02/19/2013,17.3,7.01,143,-,8.81,2.69,0.15,0.35,2.97,6
02/20/2013,16.8,7.06,147,-,9.03,2.45,0.16,0.32,2.8,6.1
02/21/2013,16.5,6.99,108,-,9.38,2.52,0.14,0.1,2.29,6.1
02/22/2013,17,7.15,160,99.7,8.88,2.67,0.16,0.19,3.15,6
02/23/2013,16.6,7.04,126,204.1,9.05,2.43,0.17,0.21,2.6,5.9
02/24/2013,16.5,7.08,124,216.9,9.3,2.51,0.16,0.26,2.54,6
02/25/2013,17,7.13,127,144.6,9.19,2.72,0.16,0.26,2.88,5.8
02/26/2013,17.4,7.17,160,145.4,8.81,3,0.17,0.41,2.85,5.7
02/27/2013,17.6,7.21,187,239.3,8.52,2.94,0.19,0.39,3.79,5.8
02/28/2013,18.4,7.25,221,219,8.41,3.24,0.22,0.33,4.16,6.1
03/01/2013,18.1,7.17,142,122.9,9.16,2.97,0.21,0.28,3.33,6.4
03/02/2013,17.8,7.2,173,190.9,9.41,1.72,0.18,0.21,3.17,6.3
03/03/2013,17.6,7.24,195,167.2,8.93,1.67,0.2,0.24,3.51,6.3
03/04/2013,17.4,7.25,209,184,9.04,2.1,0.22,0.32,3.04,6.4
03/05/2013,17.2,7.26,187,206.5,9.53,2.06,0.21,0.15,2.68,6.6
03/06/2013,17.7,7.26,220,63.8,9.73,2.29,0.21,0.5,3.14,6.3
03/07/2013,18.3,7.1,272,154.5,9.61,2.51,0.23,0.87,4.15,6.3
03/08/2013,18.6,7.26,296,-,8.13,2.76,0.24,1.44,4.63,6.4
03/09/2013,18.7,7.42,298,39.8,6.65,2.73,0.23,1.78,4.45,6.4
03/10/2013,19.8,7.52,372,36.8,6.64,3.39,0.25,2.62,5.55,6.9
03/11/2013,19.1,7.2,221,44.4,7.26,3.22,0.22,1.19,3.87,5.9
03/12/2013,19.5,7.34,321,44.9,7.36,3.71,0.22,2.04,4.94,6.5
03/13/2013,19.9,7.45,321,38.3,6.66,2.82,0.22,2.57,4.94,6.3
03/14/2013,19.2,7.35,216,19.8,6.16,3.03,0.18,1.58,3.44,5.9
03/15/2013,19.9,7.63,373,17.1,5.68,2.94,0.25,2.66,5.18,6.2
03/16/2013,19.8,7.54,347,16.2,6.13,3.28,0.22,2.58,5.01,6.2
03/17/2013,20,7.58,395,20,6.32,3.67,0.24,2.73,5.37,7.3
03/18/2013,20.3,7.53,407,23.4,5.36,2.84,0.24,2.29,6.01,6.9
03/19/2013,19.9,7.16,225,25.3,5.68,1.96,0.19,0.71,4.03,6.5
03/20/2013,20.2,7.41,359,28.6,5.52,2.29,0.2,1.74,5.2,6.7
03/21/2013,20.3,7.51,379,35.4,5.07,2.25,0.24,2.08,5.57,6.3
03/22/2013,20.5,7.41,330,26,4.99,2.74,0.29,1.93,5.58,6.2
03/23/2013,20.6,7.43,328,18.8,5.03,2.42,0.27,1.97,5.52,5.9
03/24/2013,20.7,7.38,322,22,5.6,3.08,0.24,1.9,4.54,6.3
03/25/2013,21,7.41,334,26.5,5.55,2.77,0.23,2.12,4.5,6.3
03/26/2013,20.7,7.72,431,32,5.1,2.3,0.26,2.41,5.24,6.6
03/27/2013,20.3,7.88,466,75.2,5.22,2.71,0.36,2.95,5.76,6.5
03/28/2013,19.9,7.75,471,60,5.16,2.87,0.38,3.09,5.9,6.1
03/29/2013,19,7.65,402,51.5,4.99,3.17,0.4,3.09,5.93,6
03/30/2013,18.5,7.39,296,46.1,4.64,2.81,0.33,2.53,5.38,5.5
03/31/2013,18.5,7.47,248,36.2,4.51,2.86,0.35,2.08,4.32,5.4
04/01/2013,19.2,7.33,239,25.1,4.28,2.4,0.35,1.45,4.19,5.3
04/02/2013,19.4,7.45,240,44.1,4.75,3.03,0.34,1.03,4.17,5.4
04/03/2013,19.4,7.18,223,57.1,5.68,2.89,0.35,0.91,3.77,5.4
04/04/2013,19.7,7.13,268,77,6.13,2.65,0.35,0.82,4.07,5.4
04/05/2013,18.7,6.96,223,151.4,6.97,3.27,0.44,1.3,4.24,5.6
04/06/2013,18.4,6.87,200,109.9,6.37,3.51,0.43,1.15,3.68,5.6
04/07/2013,18.2,6.82,191,64.9,6.03,2.77,0.38,0.89,2.99,5.4
04/08/2013,18.5,6.79,184,57.4,5.94,2,0.3,0.44,2.77,5.3
04/09/2013,18.1,6.88,204,59,6.02,2.12,0.29,0.39,2.69,5.2
04/10/2013,18,6.91,217,54.3,5.97,2.25,0.28,0.34,3.01,5.3
04/11/2013,18.1,6.91,204,54,5.65,2.38,0.31,0.59,2.91,5.4
04/12/2013,18,6.87,192,53.2,5.65,2.19,0.28,0.41,2.86,5.2
04/13/2013,18.2,6.9,170,45.2,5.79,1.83,0.25,0.29,2.92,5.1
04/14/2013,18.2,6.94,168,42.1,5.96,1.99,0.23,0.36,2.54,5.2
04/15/2013,18.8,6.93,157,39,6.12,1.77,0.21,0.21,2.57,5.3
04/16/2013,18.9,6.9,142,38.6,6.32,1.99,0.19,0.12,2.58,5.6
04/17/2013,19.1,6.93,150,34.6,6.39,1.99,0.17,0.22,2.44,5.6
04/18/2013,19.5,6.82,156,30.3,6.35,2.09,0.17,0.31,2.74,5.6
04/19/2013,19.7,6.65,148,19.3,6.61,1.87,0.18,0.21,2.64,5.3
04/20/2013,19.7,6.75,165,18,6.46,2.8,0.18,0.35,2.85,5.4
04/21/2013,19.7,6.73,188,20.5,6.13,3.07,0.2,0.43,3.36,5.5
04/22/2013,19.1,6.73,168,20.6,6.39,3.04,0.19,0.41,3.03,5.6
04/23/2013,19.5,6.7,161,22.3,6.41,3.59,0.19,0.34,3.11,5.2
04/24/2013,19.7,6.61,161,36,6.36,3.53,0.18,0.39,2.96,5.1
04/25/2013,19.5,6.63,157,33.1,6.2,2.58,0.19,0.48,3.06,5.2
04/26/2013,19.8,6.77,186,42.2,5.78,1.51,0.21,0.32,3.27,5.3
04/27/2013,19.7,6.69,199,47.3,5.73,2.12,0.21,0.68,3.57,5.4
04/28/2013,19.9,6.74,170,36.8,6.19,2.05,0.19,0.5,3.4,5.3
04/29/2013,20.3,6.68,157,32.8,6.21,2.38,0.19,0.48,3.2,5.3
04/30/2013,20.6,6.72,152,31.4,6.01,2.23,0.19,0.35,3.06,5.3
05/01/2013,21.6,6.95,311,51.4,5.32,2.66,0.26,1.16,4.5,5.4
05/02/2013,21.6,7.02,275,49,5.26,2.69,0.34,1.04,4.93,5.4
05/03/2013,21.4,6.86,211,40.1,5.18,3.05,0.31,1.02,4.3,5.3
05/04/2013,20.7,6.84,214,43.7,5.02,2.94,0.31,0.93,4.24,5.3
05/05/2013,20,6.86,248,96.2,6.27,2.83,0.32,0.97,3.65,5.5
05/06/2013,19.4,6.81,232,155.5,6.77,3.54,0.39,1.06,3.82,5.8
05/07/2013,20.2,6.69,229,127.4,5.84,2.74,0.37,1.45,3.97,5.6
05/08/2013,21,6.82,211,73.1,5.41,2.2,0.29,0.47,3.09,5.1
05/09/2013,21.3,6.76,188,47.4,5.79,2.18,0.27,0.54,3.15,5.2
05/10/2013,21.6,6.71,197,60.1,5.71,2.06,0.24,0.46,3.04,5
05/11/2013,21.9,6.81,202,228.5,6.77,2.5,0.36,0.54,3.37,5.5
05/12/2013,21.2,6.79,144,88.6,5.98,2.18,0.3,0.45,2.93,5.2
05/13/2013,21.6,6.82,152,80.4,5.83,2.64,0.27,0.34,2.85,5.2
05/14/2013,22.2,6.8,174,51.2,5.43,2.01,0.23,0.27,2.91,5.1
05/15/2013,21.8,6.77,175,50.5,5.86,2.17,0.22,0.39,2.96,5
05/16/2013,22.5,6.94,214,276.4,7.06,2.28,0.26,0.47,3.35,5.9
05/17/2013,22.3,7.08,186,481.6,6.68,3.55,0.42,1.08,2.91,5.6
05/18/2013,22.3,6.92,165,190.1,6.4,2.4,0.24,0.49,2.88,5.1
05/19/2013,23.1,7.12,222,483.9,7.91,2.58,0.28,0.43,3.11,5.1
05/20/2013,22.3,7.11,163,432.8,7.67,3.08,0.37,0.43,2.81,5.3
05/21/2013,21.7,7.12,170,493.8,8.5,-,0.23,0.92,4.1,5.6
05/22/2013,25.3,7.05,176,370.9,9.01,3.07,0.26,0.66,2.79,5.4
05/23/2013,27.9,6.97,142,310.4,,3.05,0.29,0.37,2.57,4.8
05/24/2013,24.5,7.02,158,307.8,8.66,2.76,0.29,0.42,2.07,4.8
05/25/2013,22.9,7.1,183,149.4,8.3,2.95,0.15,0.47,2.28,4.9
05/26/2013,22.7,7.08,169,99.3,8.18,1.09,0.11,0.13,2.37,4.8
05/27/2013,22.8,6.98,201,92.4,7.9,0.92,0.12,0.07,2.56,4.8
05/28/2013,23.1,7.08,192,95,7.7,1.24,0.13,0.12,1.93,4.8
05/29/2013,23.8,7.15,181,86.4,7.53,1.42,0.13,0.12,1.75,4.8
05/30/2013,24,6.92,204,84.8,7.06,1.52,0.14,0.14,2.29,4.9
05/31/2013,24.7,6.95,205,87.8,6.77,1.58,0.14,0.12,2.57,5
06/01/2013,24.4,6.96,171,71.8,6.87,1.77,0.14,0.11,2.38,4.9
06/02/2013,24.3,7.04,163,65.4,7.02,1.5,0.14,0.07,2.22,4.9
06/03/2013,24.1,7.07,171,61.5,7.06,1.61,0.14,0.09,2.08,4.9
06/04/2013,24,7.09,200,158.3,7.51,1.26,0.14,0.09,2.3,4.9
06/05/2013,23.8,7.18,184,309,7.74,1.44,0.15,0.06,2.94,5.3
06/06/2013,23.6,7.13,144,156.7,7.44,1.88,0.17,0.1,2.62,4.9
06/07/2013,24,7.21,162,95.9,7.42,1.79,0.15,0.06,2.73,4.8
06/08/2013,24.2,7.11,167,81,6.86,1.02,0.15,0.07,2.31,4.8
06/09/2013,24.6,7.17,195,82.3,7.03,1.26,0.16,0.15,2.87,4.8
06/10/2013,24.8,7.2,192,302.2,7.28,1.29,0.15,0.13,2.96,5.4
06/11/2013,25.5,7.15,167,375.8,8.06,1.21,0.15,0.08,2.89,5
06/12/2013,22.9,7.3,166,460.9,8.59,1.8,0.16,0.19,2.39,5.3
06/13/2013,23.6,7.25,125,370.5,7.54,1.83,,0.54,1.8,5.9
06/14/2013,22,7.21,153,373.7,8.89,2.08,0.19,0.28,2.03,4.9
06/15/2013,22.5,7.2,160,256.4,8.56,2.06,0.21,0.33,2.19,4.8
06/16/2013,23.1,7.2,177,140.6,8.24,2.14,0.16,0.55,2.5,4.7
06/17/2013,23.4,7.27,184,103.4,7.96,2.08,0.14,0.39,2.16,4.7
06/18/2013,24,7.24,189,80.8,7.46,2.08,0.13,0.39,2.15,4.8
06/19/2013,24.5,7.32,184,77.9,7.4,1.58,0.12,0.29,1.6,4.8
06/20/2013,24.7,7.18,210,80.3,7.15,1.72,0.12,0.68,2.33,4.9
06/21/2013,24.8,7.32,182,74.4,7.14,1.94,0.13,0.3,1.5,4.9
06/22/2013,24.7,7.3,180,72.7,6.89,2.14,0.12,0.31,1.85,5
06/23/2013,24.6,7.25,197,74.7,6.75,1.83,0.13,0.5,2.04,4.9
06/24/2013,24.4,7.38,171,70,6.76,1.9,0.13,0.26,1.81,4.9
06/25/2013,24.5,7.28,180,82.7,6.64,2.11,0.16,0.5,2.12,5
06/26/2013,24.5,7.39,168,72.1,6.78,1.97,0.15,0.32,2.01,4.9
06/27/2013,24.6,7.26,183,64.4,6.64,2.19,0.16,0.57,2.33,4.9
06/28/2013,25.7,7.28,233,52.8,6.02,2.52,0.12,0.37,1.76,4.8
06/29/2013,27.1,7.51,297,53.2,5.59,2.38,0.16,0.69,3.68,4.8
06/30/2013,27.6,7.53,318,49.9,5.4,1.94,0.16,0.53,3.57,4.9
07/01/2013,26.7,7.38,214,63.4,5.61,2.23,0.16,0.55,2.81,5
07/02/2013,25.6,7.44,177,51.7,6.29,2.13,0.13,0.33,2.36,5
07/03/2013,25.6,7.38,174,50.3,6.17,2.31,0.13,0.37,2.39,5
07/04/2013,25.7,7.43,169,52.2,6.13,2.25,0.12,0.33,2.29,5
07/05/2013,25.8,7.3,177,56.4,5.89,2.48,0.11,0.54,2.7,5
07/06/2013,25.9,7.41,173,48.6,6.42,2.41,0.18,0.29,2.32,4.9
07/07/2013,25.6,7.5,183,47.8,6.61,2.66,0.19,0.22,2.41,4.9
07/08/2013,25.7,7.48,206,52,6.37,3.89,0.24,0.4,2.64,5
07/09/2013,25.7,7.32,185,51.8,6.15,3.33,0.17,0.48,2.83,5
07/10/2013,25.8,7.27,190,50.6,5.96,3.34,0.14,0.53,2.43,5
07/11/2013,26,7.51,177,45.2,6.15,3.73,0.13,0.23,1.61,5
07/12/2013,26.4,7.16,203,40.5,5.54,3.93,0.12,0.64,2.91,5
07/13/2013,26,7.44,166,45.1,6.31,3.47,0.12,0.17,2.13,5
07/14/2013,24.7,7.56,217,496.5,8.03,3.42,0.35,0.81,3.34,7.3
07/15/2013,24,7.43,171,448.5,7.64,1.65,,0.91,3.79,5.4
07/16/2013,24.3,7.45,198,219,7.25,1.68,0.24,0.54,3.75,5
07/17/2013,24.5,7.51,178,332.4,7.54,1.66,0.27,0.45,3.53,4.9
07/18/2013,24.8,7.4,137,162,7.08,1.98,0.19,0.35,4.14,4.9
07/19/2013,24.5,7.31,143,122.3,7.05,2.88,0.15,0.44,1.35,4.9
07/20/2013,24.5,7.54,176,172.4,7.19,2.64,0.17,0.31,1.72,4.9
07/21/2013,24.5,7.45,152,161.2,6.89,2.95,0.19,0.32,2.08,4.9
07/22/2013,24.8,7.35,153,108.6,6.27,2.22,0.16,0.39,2.03,4.9
07/23/2013,25.2,7.37,150,91.3,6.28,1.94,0.16,0.33,2.34,4.9
07/24/2013,25.6,7.54,150,83.6,6.64,1.96,0.14,0.14,2.01,4.9
07/25/2013,25.7,7.4,171,74.1,6.19,2.51,0.15,0.41,2.57,4.9
07/26/2013,25.6,7.27,179,63.8,6.23,2.18,0.15,0.46,2.51,4.9
07/27/2013,25.3,7.32,163,67.3,6.24,2.6,0.15,0.27,2.51,4.9
07/28/2013,25.5,7.37,182,64.7,6.16,2.44,0.16,0.4,2.69,4.9
07/29/2013,26.1,7.32,194,59.8,5.52,1.32,0.15,0.48,2.53,4.9
07/30/2013,26.3,7.33,176,72.4,5.51,1.64,0.16,0.4,1.78,5
07/31/2013,26.6,7.32,179,55.6,5.28,1.7,0.14,0.46,1.9,5
08/01/2013,26.7,7.61,173,54.2,5.81,1.63,0.14,0.15,1.44,5
08/02/2013,26.3,7.33,188,52.5,5.54,1.65,0.13,0.5,2.03,4.9
08/03/2013,26.3,7.36,237,64,5.38,1.83,0.16,0.82,2.5,4.9
08/04/2013,26.5,7.42,205,55.9,5.36,1.72,0.16,0.35,2.27,5
