时间,水温,pH,电导率,浊度,溶解氧,高锰酸盐指数,总磷,氨氮,总氮,叶绿素
03/29/2013 18:17:00,19.00,7.69,424.00,54.20,5.01,3.20,0.38,3.12,5.96,6.10
03/29/2013 21:17:00,18.80,7.58,406.00,42.10,5.07,2.98,0.38,3.13,5.59,5.50
03/30/2013 00:17:00,18.60,7.54,373.00,98.60,5.07,2.85,0.36,3.10,6.03,5.40
03/30/2013 03:17:00,18.50,7.45,316.00,56.10,4.41,2.39,0.34,2.81,5.89,5.40
03/30/2013 06:17:00,18.40,7.39,298.00,33.10,4.43,2.72,0.34,2.69,6.00,5.50
03/30/2013 09:17:00,18.40,7.38,295.00,26.90,4.30,3.04,0.33,2.74,5.12,5.40
03/30/2013 12:17:00,18.70,7.37,295.00,37.20,4.53,2.90,0.33,2.58,5.25,5.70
03/30/2013 15:17:00,18.40,7.34,251.00,32.60,4.87,3.06,0.33,2.55,5.07,5.60
03/30/2013 18:17:00,18.40,7.28,260.00,38.00,4.85,2.73,0.33,1.99,4.72,5.50
03/30/2013 21:17:00,18.50,7.40,284.00,46.40,4.68,2.78,0.32,1.82,4.99,5.50
03/31/2013 00:17:00,18.40,7.44,288.00,37.80,4.61,2.83,0.33,2.35,4.94,5.40
03/31/2013 03:17:00,18.40,7.36,252.00,40.90,4.62,2.45,0.34,2.13,4.71,5.40
03/31/2013 06:17:00,18.30,7.55,241.00,32.50,4.15,3.09,0.35,2.27,3.77,5.40
03/31/2013 09:17:00,18.30,7.51,223.00,33.40,4.77,2.65,0.33,1.88,3.46,5.50
03/31/2013 12:17:00,18.50,7.42,194.00,44.40,5.07,2.78,0.35,1.58,4.34,5.50
03/31/2013 15:17:00,18.70,7.46,243.00,32.40,4.37,3.00,0.36,1.95,4.27,5.40
03/31/2013 18:17:00,18.60,7.52,249.00,26.20,4.11,3.01,0.34,2.05,4.46,5.40
03/31/2013 21:17:00,18.70,7.51,296.00,41.80,4.37,3.07,0.42,2.47,4.60,5.30
04/01/2013 04:57:00,18.50,6.94,235.00,30.10,5.30,2.47,0.37,1.85,4.61,5.30
04/01/2013 07:57:00,18.50,7.36,231.00,23.10,3.89,2.08,0.36,1.55,4.41,5.30
04/01/2013 11:00:00,20.00,7.40,230.00,20.10,4.70,2.78,0.35,1.81,4.28,5.30
04/01/2013 14:00:00,19.50,7.39,228.00,27.40,4.34,2.81,0.33,1.43,4.09,5.30
04/01/2013 21:29:00,19.40,7.56,272.00,25.00,3.18,1.85,0.34,0.63,3.54,5.20
04/02/2013 00:29:00,19.10,7.56,289.00,48.40,4.49,2.67,0.37,1.07,4.45,5.20
04/02/2013 03:29:00,18.80,7.44,201.00,31.60,4.93,2.61,0.33,1.20,4.40,5.30
04/02/2013 06:29:00,18.80,7.31,192.00,27.90,4.49,2.68,0.33,1.02,3.55,5.30
04/02/2013 09:29:00,19.20,7.34,206.00,41.10,4.90,2.76,0.32,0.44,3.48,5.40
04/02/2013 12:29:00,19.80,7.46,265.00,37.10,4.63,3.68,0.35,1.67,4.05,5.40
04/02/2013 15:29:00,20.10,7.57,308.00,46.20,4.56,3.27,0.34,1.37,4.57,5.50
04/02/2013 18:29:00,19.70,7.47,213.00,58.60,5.00,3.31,0.33,1.06,4.23,5.50
04/02/2013 21:29:00,19.60,7.42,245.00,61.50,5.02,3.22,0.32,0.39,4.65,5.40
04/03/2013 00:29:00,19.40,7.40,223.00,49.40,5.09,3.18,0.34,0.82,4.13,5.40
04/03/2013 03:29:00,19.20,7.21,175.00,45.40,5.28,2.66,0.32,0.41,3.54,5.30
04/03/2013 06:29:00,19.20,7.26,214.00,47.10,5.30,2.74,0.32,0.47,2.75,5.50
04/03/2013 17:28:00,19.70,7.12,250.00,83.80,5.89,1.92,0.42,1.58,4.80,5.40
04/03/2013 20:00:00,19.40,7.07,239.00,63.00,6.26,3.69,0.40,1.65,3.54,5.40
04/03/2013 23:00:00,19.40,7.04,236.00,53.90,6.27,3.18,0.34,0.54,3.85,5.40
04/04/2013 02:00:00,19.40,7.03,237.00,65.20,7.00,3.19,0.37,0.61,3.75,5.30
04/04/2013 06:03:00,19.60,7.10,279.00,72.10,5.88,1.33,0.32,0.30,3.63,5.40
04/04/2013 09:03:00,20.00,7.22,317.00,68.10,5.53,2.58,0.34,0.22,4.03,5.50
04/04/2013 12:03:00,20.20,7.26,319.00,80.50,5.44,3.26,0.35,1.17,4.32,5.60
04/04/2013 16:37:00,19.60,7.14,241.00,70.10,5.70,2.38,0.37,1.34,4.43,5.20
04/04/2013 19:37:00,19.30,7.00,214.00,106.10,7.20,3.15,0.36,1.26,4.27,5.40
04/05/2013 05:42:00,19.00,6.91,263.00,156.50,7.24,2.28,0.45,1.61,3.70,5.50
04/05/2013 08:42:00,18.90,7.04,263.00,139.00,7.05,3.03,0.43,1.50,4.01,5.60
04/05/2013 11:42:00,18.80,7.03,240.00,162.90,7.03,3.73,0.46,1.60,4.66,5.50
04/05/2013 14:42:00,18.60,6.95,201.00,132.80,6.90,3.54,0.43,1.23,4.12,5.60
04/05/2013 17:42:00,18.50,6.92,200.00,136.80,6.93,3.44,0.39,0.86,4.76,5.70
04/05/2013 20:42:00,18.60,6.94,210.00,172.00,6.80,3.43,0.45,1.27,4.43,5.70
04/05/2013 23:42:00,18.50,6.91,187.00,159.90,6.83,3.48,0.44,1.02,3.99,5.60
04/06/2013 02:42:00,18.40,6.83,175.00,120.50,6.46,3.36,0.40,0.64,3.90,5.50
04/06/2013 05:42:00,18.50,6.86,213.00,143.50,6.70,2.62,0.40,0.97,3.41,5.50
04/06/2013 08:42:00,18.60,6.95,236.00,139.50,6.48,3.32,0.46,1.30,3.95,5.80
04/06/2013 11:00:00,18.50,6.92,224.00,117.00,6.57,3.63,,1.43,3.96,5.70
04/06/2013 14:00:00,18.50,6.91,198.00,109.60,6.26,4.03,0.48,1.48,3.44,5.70
04/06/2013 17:00:00,18.30,6.84,177.00,85.20,6.11,3.46,0.43,1.04,4.18,5.60
04/06/2013 20:00:00,18.30,6.82,193.00,81.10,6.21,3.97,0.44,1.27,3.39,5.60
04/06/2013 23:00:00,18.10,6.84,182.00,82.50,6.19,3.70,0.41,1.11,3.18,5.50
04/07/2013 02:00:00,17.80,6.78,158.00,64.80,6.08,2.90,0.35,0.70,2.97,5.40
04/07/2013 05:00:00,17.70,6.76,165.00,62.00,6.37,2.22,0.38,0.82,2.44,5.40
04/07/2013 08:00:00,17.90,6.80,186.00,70.10,6.21,2.79,0.38,0.93,2.30,5.50
04/07/2013 11:00:00,18.40,6.89,222.00,77.20,5.81,3.42,0.43,1.16,2.82,5.60
04/07/2013 14:00:00,18.70,6.94,231.00,78.90,6.46,3.49,0.42,1.27,3.54,5.90
04/07/2013 18:03:00,18.30,6.82,172.00,55.80,5.89,3.21,0.36,0.94,3.73,5.10
04/07/2013 21:03:00,18.40,6.78,213.00,56.20,5.61,2.25,0.34,0.99,3.36,5.10
04/07/2013 23:00:00,18.30,6.76,181.00,54.00,5.80,1.87,0.35,0.33,2.76,5.20
04/08/2013 02:00:00,18.10,6.75,159.00,47.80,5.99,2.15,0.33,0.35,2.92,5.20
04/08/2013 05:00:00,18.20,6.69,155.00,41.40,5.52,1.62,0.29,0.43,2.59,5.20
04/08/2013 08:00:00,18.20,6.71,152.00,43.00,5.70,1.83,0.27,0.27,2.18,5.20
04/08/2013 11:00:00,18.90,6.82,184.00,99.40,7.73,2.10,0.29,0.51,2.61,5.70
04/08/2013 14:00:00,19.20,6.79,223.00,52.90,5.31,2.18,0.30,0.43,2.74,5.30
04/08/2013 17:00:00,18.70,6.89,210.00,60.40,5.49,2.36,0.31,0.42,3.33,5.30
04/08/2013 21:11:00,18.20,6.88,202.00,57.10,5.80,1.76,0.34,0.68,2.98,5.20
04/09/2013 00:11:00,18.00,6.81,148.00,40.10,6.20,2.25,0.27,0.47,2.44,5.10
04/09/2013 03:11:00,17.90,6.76,165.00,50.10,6.14,1.78,0.28,0.66,1.99,5.10
04/09/2013 06:11:00,18.00,6.80,177.00,45.90,6.03,1.89,0.27,0.06,2.65,5.20
04/09/2013 09:11:00,18.40,6.85,230.00,49.60,5.57,1.85,0.29,0.35,2.73,5.20
04/09/2013 12:11:00,18.30,6.93,256.00,71.20,5.60,1.98,0.28,0.03,2.64,5.30
04/09/2013 15:11:00,18.10,6.96,214.00,75.10,5.93,2.20,0.31,0.39,2.85,5.30
04/09/2013 18:11:00,17.90,6.93,208.00,64.80,6.27,2.46,0.31,0.53,2.83,5.20
04/09/2013 21:11:00,17.90,6.96,237.00,74.80,6.44,2.52,0.33,0.61,3.35,5.30
04/10/2013 00:11:00,17.80,6.92,186.00,58.00,6.48,2.85,0.29,0.71,2.68,5.20
04/10/2013 03:11:00,17.70,6.83,177.00,47.50,6.32,1.78,0.28,0.57,2.56,5.20
04/10/2013 06:11:00,17.70,6.82,183.00,55.00,6.30,1.85,0.27,0.03,2.83,5.20
04/10/2013 09:11:00,18.00,6.89,240.00,52.60,5.86,2.17,0.29,0.40,2.91,5.30
04/10/2013 12:11:00,18.40,6.98,273.00,57.50,5.54,2.15,0.26,0.07,2.47,5.40
04/10/2013 15:11:00,18.40,7.01,265.00,62.80,5.54,2.36,0.30,0.40,3.74,5.40
04/10/2013 18:11:00,18.20,6.95,204.00,52.80,5.92,2.44,0.29,0.34,3.83,5.40
04/10/2013 21:11:00,18.10,6.89,206.00,48.20,5.84,2.38,0.29,0.24,3.04,5.40
04/11/2013 00:11:00,18.10,6.83,185.00,53.50,5.94,2.29,0.27,0.03,2.90,5.30
04/11/2013 03:11:00,18.20,6.83,189.00,48.20,5.78,1.67,0.28,0.23,2.75,5.30
04/11/2013 06:11:00,18.20,6.87,183.00,43.60,6.06,2.09,0.30,0.47,2.80,5.40
04/11/2013 09:11:00,18.20,6.87,179.00,54.00,5.98,2.28,0.28,0.56,2.23,5.40
04/11/2013 12:11:00,18.30,6.91,241.00,58.10,5.30,2.23,0.29,0.68,2.85,5.50
04/11/2013 15:11:00,18.20,7.01,253.00,60.40,5.15,3.13,0.37,1.19,3.30,5.50
04/11/2013 18:11:00,18.00,7.00,191.00,53.90,5.61,2.39,0.32,0.66,3.38,5.40
04/11/2013 21:11:00,17.90,6.97,210.00,60.50,5.40,2.94,0.35,0.88,3.09,5.50
04/12/2013 00:11:00,17.70,6.93,170.00,55.60,5.89,2.70,0.31,0.73,2.73,5.40
04/12/2013 03:11:00,17.70,6.84,169.00,53.60,5.61,1.91,0.29,0.62,3.04,5.50
04/12/2013 06:11:00,,,,,,,,,,
04/12/2013 09:11:00,17.70,6.72,170.00,51.90,5.93,2.75,0.28,0.39,3.02,5.30
04/12/2013 12:11:00,18.20,6.82,176.00,53.20,6.01,2.30,0.27,0.31,2.91,5.10
04/12/2013 15:11:00,18.60,6.90,254.00,58.50,5.28,2.20,0.27,0.19,2.69,5.20
04/12/2013 18:11:00,18.30,6.95,194.00,60.50,5.56,1.95,0.30,0.63,3.17,5.10
04/12/2013 21:11:00,18.10,6.92,196.00,44.50,5.45,1.83,0.27,0.16,2.56,5.10
04/12/2013 23:00:00,18.00,6.92,205.00,47.50,5.43,1.87,0.28,0.22,2.75,5.10
04/13/2013 02:00:00,18.00,6.91,169.00,49.50,5.66,1.88,0.26,0.30,3.23,5.10
04/13/2013 05:00:00,17.90,6.86,166.00,46.90,5.78,1.46,0.26,0.61,2.71,5.10
04/13/2013 08:00:00,18.10,6.85,163.00,36.90,5.65,1.78,0.27,0.51,2.76,5.10
04/13/2013 11:00:00,18.50,6.86,155.00,49.40,5.99,2.12,0.24,0.59,2.79,5.10
04/13/2013 14:00:00,18.90,6.92,238.00,49.80,4.99,1.88,0.23,0.06,2.56,5.20
04/13/2013 17:00:00,18.20,6.96,152.00,39.60,6.15,2.02,0.26,0.20,3.83,5.10
04/13/2013 20:00:00,17.90,6.92,154.00,44.00,6.16,1.80,0.24,0.03,2.69,5.00
04/13/2013 23:00:00,17.90,6.95,165.00,45.60,5.92,1.71,0.22,0.03,2.79,5.10
04/14/2013 02:00:00,17.90,6.97,171.00,39.10,5.91,1.88,0.23,0.16,2.33,5.10
04/14/2013 05:00:00,17.80,6.99,168.00,41.80,5.94,1.14,0.23,0.33,2.47,5.10
04/14/2013 08:00:00,17.80,6.92,147.00,38.00,5.87,1.90,0.21,0.32,2.42,5.10
04/14/2013 11:00:00,18.20,6.96,157.00,43.10,6.32,1.74,0.22,0.34,1.97,5.30
04/14/2013 14:00:00,18.70,6.97,196.00,48.50,5.83,2.27,0.25,0.64,2.88,5.20
04/14/2013 17:00:00,18.60,6.94,185.00,43.20,5.85,3.24,0.23,0.68,3.04,5.30
04/14/2013 20:00:00,18.30,6.91,147.00,37.00,6.01,2.03,0.21,0.11,2.56,5.20
04/14/2013 23:00:00,18.30,6.89,174.00,45.90,5.91,1.72,0.24,0.29,2.63,5.20
04/15/2013 02:00:00,18.40,6.93,172.00,42.40,6.07,1.73,0.21,0.16,2.77,5.20
04/15/2013 05:00:00,18.40,6.94,153.00,37.60,6.18,1.11,0.21,0.24,2.74,5.30
04/15/2013 08:00:00,18.50,6.92,151.00,35.10,5.99,1.52,0.20,0.26,2.59,5.20
04/15/2013 11:00:00,18.90,6.94,140.00,48.50,6.57,1.66,0.19,0.23,2.29,5.30
04/15/2013 14:00:00,19.50,6.95,174.00,36.60,6.04,2.26,0.22,0.44,2.52,5.30
04/15/2013 17:00:00,19.20,6.93,142.00,46.00,6.29,2.08,0.20,0.07,2.46,5.40
04/15/2013 20:00:00,18.80,6.89,152.00,32.90,6.05,2.04,0.20,0.03,2.57,5.30
04/15/2013 23:00:00,18.70,6.90,171.00,33.00,5.78,1.76,0.21,0.29,2.59,5.30
04/16/2013 02:00:00,18.70,6.90,153.00,40.50,5.94,1.76,0.20,0.07,2.63,5.30
04/16/2013 05:00:00,,,,,,,,,,
04/16/2013 08:00:00,18.90,6.82,122.00,29.00,6.38,1.53,0.20,0.03,3.15,6.40
04/16/2013 11:00:00,19.00,6.89,160.00,55.00,6.18,1.80,0.20,0.03,2.48,5.40
04/16/2013 14:00:00,19.30,6.93,162.00,33.90,6.12,2.19,0.20,0.20,2.47,5.50
04/16/2013 17:00:00,19.20,6.94,149.00,32.80,6.25,2.36,0.20,0.26,2.48,5.50
04/16/2013 20:00:00,18.80,6.92,133.00,48.20,6.52,2.26,0.18,0.15,2.37,5.40
04/16/2013 23:00:00,18.60,6.89,113.00,30.50,6.86,2.02,0.18,0.12,2.47,5.50
04/17/2013 02:00:00,19.00,6.93,151.00,29.40,6.49,2.04,0.18,0.13,2.17,5.40
04/17/2013 05:00:00,18.90,6.93,159.00,39.20,6.29,1.49,0.18,0.18,2.28,5.40
04/17/2013 08:00:00,18.90,6.93,157.00,35.40,6.19,2.26,0.18,0.35,2.53,5.50
04/17/2013 11:00:00,19.20,6.93,148.00,33.00,6.42,1.22,0.17,0.26,2.30,5.60
04/17/2013 14:00:00,19.30,6.92,152.00,38.40,6.51,2.13,0.17,0.27,2.36,5.60
04/17/2013 17:00:00,19.30,6.92,140.00,37.00,6.59,2.61,0.17,0.31,2.84,5.70
04/17/2013 20:00:00,19.10,6.93,149.00,26.60,6.32,2.14,0.17,0.13,2.62,5.60
04/17/2013 23:00:00,19.10,6.94,146.00,37.60,6.32,2.02,0.17,0.15,2.41,5.70
04/18/2013 02:00:00,19.00,6.91,135.00,29.90,6.51,2.13,0.16,0.14,2.54,5.60
04/18/2013 05:00:00,19.00,6.91,137.00,32.20,6.56,1.48,0.17,0.50,2.25,5.80
04/18/2013 08:00:00,19.10,6.90,151.00,38.80,6.37,2.03,0.17,0.22,2.80,5.60
04/18/2013 11:00:00,19.40,6.89,166.00,35.80,5.96,2.16,0.17,0.18,2.76,5.70
04/18/2013 14:00:00,19.80,6.88,169.00,30.00,6.05,2.22,0.17,0.18,2.93,5.70
04/18/2013 17:00:00,19.80,6.87,167.00,37.90,5.90,2.22,0.18,0.33,3.11,5.80
04/18/2013 20:00:00,20.20,6.61,171.00,19.60,6.85,,0.19,0.52,2.33,5.20
04/18/2013 23:00:00,19.60,6.59,150.00,18.40,6.58,2.41,0.18,0.37,3.20,5.30
04/19/2013 02:40:00,19.60,6.59,138.00,19.80,6.57,1.18,0.19,0.16,2.94,5.20
04/19/2013 05:40:00,19.60,6.60,149.00,17.80,6.50,1.74,0.19,0.24,2.52,5.30
04/19/2013 08:00:00,19.60,6.63,146.00,18.90,6.53,1.71,0.18,0.31,2.63,5.30
04/19/2013 11:00:00,19.90,6.66,146.00,24.00,6.65,2.04,0.18,0.16,2.73,5.30
04/19/2013 14:00:00,19.70,6.65,143.00,17.80,6.72,2.07,0.17,0.21,2.38,5.30
04/19/2013 17:00:00,19.60,6.67,140.00,21.60,6.84,2.02,0.18,0.14,2.94,5.50
04/19/2013 20:00:00,19.70,6.70,154.00,18.00,6.64,1.87,0.17,0.30,2.43,5.40
04/19/2013 23:00:00,19.80,6.74,166.00,16.60,6.47,2.37,0.17,0.14,2.54,5.40
04/20/2013 02:00:00,19.70,6.81,169.00,19.10,6.41,2.45,0.17,0.18,2.80,5.40
04/20/2013 05:00:00,19.70,6.79,177.00,19.00,6.26,1.80,0.18,0.43,2.50,5.30
04/20/2013 08:00:00,19.70,6.77,181.00,18.90,6.20,2.46,0.20,0.37,3.43,5.40
04/20/2013 11:00:00,19.80,6.76,177.00,21.20,6.38,2.46,0.19,0.37,2.69,5.40
04/20/2013 14:00:00,19.80,6.72,150.00,14.40,6.63,2.78,0.18,0.35,3.00,5.40
04/20/2013 17:00:00,19.60,6.71,153.00,16.80,6.61,2.90,0.17,0.34,3.07,5.50
04/20/2013 20:00:00,19.50,6.70,148.00,15.90,6.48,3.53,0.18,0.35,3.17,5.40
04/20/2013 23:00:00,19.60,6.71,164.00,18.40,6.71,4.01,0.17,0.39,2.15,5.60
04/21/2013 02:00:00,19.60,6.71,158.00,20.10,6.53,2.45,0.20,0.24,3.12,5.40
04/21/2013 05:00:00,19.80,6.72,189.00,22.20,6.07,2.89,0.19,0.78,3.13,5.40
04/21/2013 08:00:00,19.90,6.73,205.00,21.40,5.87,3.15,0.19,0.16,3.44,5.40
04/21/2013 11:00:00,20.00,6.77,207.00,18.90,6.81,3.15,0.20,0.54,3.53,5.60
04/21/2013 14:00:00,19.90,6.74,201.00,18.60,5.84,3.28,0.19,0.39,3.74,5.50
04/21/2013 17:00:00,19.50,6.72,175.00,22.40,5.91,2.98,0.20,0.37,3.00,5.50
04/21/2013 20:00:00,19.30,6.71,172.00,18.40,5.98,3.31,0.20,0.33,3.53,5.40
04/21/2013 23:00:00,19.50,6.73,198.00,21.80,6.01,3.31,0.21,0.65,3.37,5.50
04/22/2013 02:00:00,19.50,6.73,200.00,22.50,5.83,3.06,0.19,0.37,3.26,5.50
04/22/2013 05:00:00,19.20,6.72,170.00,23.50,6.18,2.40,0.20,0.61,3.32,5.50
04/22/2013 08:00:00,19.20,6.73,177.00,23.00,6.78,3.15,0.19,0.59,3.17,5.80
04/22/2013 11:00:00,19.20,6.75,172.00,22.80,6.35,3.17,0.20,0.42,3.16,5.50
04/22/2013 14:00:00,19.20,6.76,166.00,16.90,6.40,3.17,0.18,0.39,3.12,5.60
04/22/2013 17:00:00,19.10,6.77,162.00,20.50,6.45,3.05,0.19,0.47,2.77,5.50
04/22/2013 20:00:00,18.80,6.70,134.00,17.20,6.77,3.22,0.18,0.38,2.56,5.50
04/22/2013 23:00:00,19.00,6.69,162.00,18.80,6.36,3.08,0.18,0.03,2.90,5.60
04/23/2013 02:00:00,,,,,,,,,,
04/23/2013 05:00:00,19.00,6.64,167.00,24.20,6.77,3.07,0.18,0.26,2.66,5.50
04/23/2013 08:00:00,19.00,6.66,163.00,21.20,6.19,3.08,0.18,0.41,3.04,5.20
04/23/2013 11:00:00,19.40,6.70,178.00,21.10,5.95,3.33,0.19,0.55,3.28,5.10
04/23/2013 14:00:00,19.90,6.75,176.00,17.60,5.92,3.75,0.20,0.54,3.27,5.10
04/23/2013 17:00:00,19.90,6.78,161.00,17.10,6.45,3.75,0.19,0.20,3.23,5.10
04/23/2013 20:00:00,19.70,6.77,158.00,20.40,6.60,4.02,0.19,0.28,3.48,5.10
04/23/2013 23:00:00,19.40,6.63,126.00,34.20,6.96,4.11,0.18,0.17,2.83,5.10
04/24/2013 02:00:00,19.70,6.60,152.00,32.20,6.44,3.09,0.18,0.36,2.51,5.00
04/24/2013 05:00:00,19.80,6.58,165.00,42.10,6.20,2.99,0.18,0.58,2.96,5.10
04/24/2013 08:00:00,19.70,6.60,159.00,32.50,6.29,3.49,0.18,0.14,2.90,5.00
04/24/2013 11:00:00,19.90,6.59,160.00,31.00,6.34,3.49,0.17,0.43,3.09,5.10
04/24/2013 14:00:00,19.70,6.63,152.00,52.10,7.24,3.82,0.18,0.32,3.38,5.20
04/24/2013 17:00:00,19.70,6.59,163.00,32.80,6.42,3.94,0.20,0.41,2.69,5.20
04/24/2013 20:00:00,19.60,6.61,158.00,27.60,6.13,3.63,0.19,0.48,3.07,5.20
04/24/2013 23:00:00,19.70,6.66,176.00,38.00,5.82,3.77,0.19,0.43,3.09,5.10
04/25/2013 02:00:00,19.60,6.66,161.00,30.20,6.19,3.70,0.19,0.40,2.75,5.20
04/25/2013 05:00:00,19.40,6.65,152.00,29.50,6.29,2.73,0.18,0.39,3.66,5.10
04/25/2013 08:00:00,19.10,6.62,124.00,42.00,6.74,3.31,0.17,0.36,2.59,5.20
04/25/2013 11:00:00,19.50,6.64,159.00,36.40,6.25,3.31,0.19,0.60,2.64,5.20
04/25/2013 14:00:00,19.80,6.62,167.00,28.00,6.01,3.69,0.19,0.48,3.20,5.30
04/25/2013 17:00:00,19.60,6.60,165.00,40.10,6.02,,0.20,0.59,3.29,5.30
04/25/2013 20:00:00,19.50,6.63,153.00,29.80,6.22,0.70,0.19,0.41,3.21,5.20
04/25/2013 23:00:00,19.70,6.63,173.00,29.10,5.92,0.65,0.22,0.61,3.16,5.30
04/26/2013 02:00:00,19.70,6.68,168.00,41.80,6.10,1.21,0.21,0.15,3.51,5.30
04/26/2013 05:00:00,19.50,6.68,153.00,37.40,6.29,0.83,0.20,0.30,2.99,5.20
04/26/2013 08:00:00,19.80,6.72,194.00,33.80,5.55,1.41,0.19,0.24,2.88,5.20
04/26/2013 11:00:00,20.00,6.84,192.00,53.80,5.61,2.49,0.20,0.32,3.60,5.30
04/26/2013 14:00:00,19.80,6.84,176.00,41.20,5.78,0.64,0.23,0.40,3.67,5.30
04/26/2013 17:00:00,19.80,6.82,170.00,42.40,5.79,1.63,0.23,0.29,2.42,5.40
04/26/2013 20:00:00,19.80,6.81,207.00,47.60,5.66,1.72,0.21,0.36,3.30,5.40
04/26/2013 23:00:00,19.80,6.76,226.00,39.40,5.49,2.16,0.22,0.50,3.75,5.40
04/27/2013 02:00:00,19.70,6.70,209.00,59.50,5.69,2.36,0.21,0.83,4.10,5.40
04/27/2013 05:00:00,19.90,6.72,236.00,48.80,5.24,1.87,0.21,0.95,3.65,5.30
04/27/2013 08:00:00,19.80,6.72,225.00,36.00,5.15,2.46,0.21,0.86,3.73,5.40
04/27/2013 11:00:00,19.90,6.72,205.00,61.90,5.41,1.42,0.22,0.83,4.01,5.40
04/27/2013 14:00:00,19.40,6.65,138.00,37.10,6.41,2.12,0.20,0.25,3.51,5.40
04/27/2013 17:00:00,19.80,6.63,194.00,37.40,5.68,2.20,0.20,0.32,3.30,5.50
04/27/2013 20:00:00,19.60,6.64,199.00,59.00,6.24,2.09,0.21,0.66,3.53,5.30
04/27/2013 23:00:00,19.60,6.70,188.00,39.00,6.01,2.43,0.21,0.76,2.73,5.20
04/28/2013 02:00:00,19.70,6.74,194.00,34.10,6.10,2.49,0.20,0.64,3.74,5.20
04/28/2013 05:00:00,19.60,6.79,185.00,55.50,6.22,1.38,0.22,0.44,3.64,5.20
04/28/2013 12:31:00,20.00,6.85,149.00,32.80,6.22,1.09,0.18,0.30,3.36,5.10
04/28/2013 15:31:00,20.10,6.77,161.00,28.20,6.48,2.59,0.19,0.65,3.23,5.40
04/28/2013 18:31:00,20.00,6.69,164.00,36.90,5.90,2.43,0.19,0.48,2.92,5.30
04/28/2013 21:31:00,20.00,6.62,169.00,33.10,6.24,2.31,0.19,0.46,3.52,5.30
04/29/2013 00:31:00,20.20,6.63,170.00,34.10,6.40,2.53,0.20,0.79,3.49,5.20
04/29/2013 03:31:00,20.20,6.66,148.00,36.90,6.46,1.77,0.19,0.63,3.24,5.20
04/29/2013 06:31:00,20.20,6.66,165.00,33.20,6.13,2.25,0.20,0.67,2.86,5.20
04/29/2013 09:31:00,20.30,6.67,164.00,29.50,6.04,2.25,0.19,0.63,3.01,5.20
04/29/2013 12:31:00,20.60,6.69,161.00,38.20,6.07,2.86,0.20,0.67,3.20,5.30
04/29/2013 15:31:00,20.40,6.70,158.00,33.50,6.14,2.57,0.19,0.11,3.41,5.30
04/29/2013 18:31:00,20.20,6.69,141.00,25.80,6.28,2.43,0.18,0.03,3.29,5.30
04/29/2013 21:31:00,20.30,6.71,152.00,30.80,6.13,2.40,0.19,0.32,3.07,5.30
04/30/2013 00:31:00,20.20,6.70,136.00,34.80,6.43,2.68,0.18,0.43,3.22,5.40
04/30/2013 03:31:00,20.20,6.69,123.00,25.60,6.58,1.69,0.21,0.38,2.99,5.30
04/30/2013 06:31:00,20.30,6.69,128.00,27.00,6.36,2.23,0.18,0.30,2.54,5.30
04/30/2013 09:31:00,20.60,6.68,128.00,19.90,6.01,2.41,0.17,0.42,2.88,5.30
04/30/2013 12:31:00,20.90,6.71,164.00,24.90,5.88,2.49,0.18,0.38,2.85,5.30
04/30/2013 15:54:00,21.20,6.74,211.00,47.60,5.28,1.23,0.18,0.07,3.20,5.30
04/30/2013 18:54:00,20.90,6.78,190.00,29.50,5.57,2.51,0.21,0.47,3.26,5.30
04/30/2013 21:54:00,20.40,6.73,135.00,42.10,5.99,2.57,0.20,0.36,3.51,5.30
05/01/2013 00:54:00,20.70,6.72,177.00,40.10,5.77,2.60,0.21,0.44,2.83,5.20
05/01/2013 03:54:00,20.70,6.74,201.00,42.10,5.54,1.87,0.21,0.55,3.42,5.20
05/01/2013 06:54:00,20.30,6.71,179.00,48.10,5.79,2.21,0.21,0.51,3.82,5.30
05/01/2013 09:54:00,21.60,6.85,324.00,42.80,4.58,2.33,0.24,1.08,3.82,5.30
05/01/2013 12:54:00,22.20,7.06,395.00,59.20,4.80,3.09,0.34,2.14,4.82,5.50
05/01/2013 15:54:00,22.40,7.14,414.00,70.50,5.13,3.07,0.28,1.77,5.62,5.60
05/01/2013 18:54:00,22.50,7.18,406.00,55.40,5.77,2.98,0.28,1.56,5.79,5.40
05/01/2013 21:54:00,22.40,7.16,390.00,53.10,5.15,3.13,0.28,1.26,5.87,5.40
05/02/2013 00:54:00,21.60,7.11,302.00,62.90,5.51,2.92,0.32,1.07,5.06,5.50
05/02/2013 03:54:00,21.10,6.99,242.00,49.50,5.77,2.12,0.30,0.49,4.96,5.30
05/02/2013 06:54:00,21.10,6.96,247.00,39.00,5.36,2.48,0.32,0.40,4.53,5.30
05/02/2013 09:54:00,21.50,6.98,250.00,39.50,5.09,2.69,0.31,0.23,4.40,5.40
05/02/2013 12:54:00,22.30,7.03,295.00,48.00,4.90,3.49,0.40,1.42,4.06,5.40
05/02/2013 15:54:00,22.40,7.11,343.00,53.50,5.00,3.08,0.36,1.36,5.14,5.50
05/02/2013 18:54:00,21.80,7.08,303.00,53.50,5.10,1.81,0.34,1.55,5.53,5.30
05/02/2013 21:54:00,21.10,6.93,213.00,46.00,5.33,2.97,0.34,1.76,5.75,5.20
05/03/2013 00:54:00,21.20,6.88,208.00,40.60,5.35,3.03,0.33,1.08,5.13,5.20
