时间,水温,pH,电导率,浊度,溶解氧,高锰酸盐指数,总磷,氨氮,总氮,氰化物
08/13/2013 17:00:00,27.9,7.61,316,49.9,7.08,2.42,0.25,0.82,3.02,0
08/13/2013 20:00:00,27.3,7.61,326,61,6.86,2.58,0.27,0.87,3.05,0
08/13/2013 23:00:00,27.1,7.62,322,63,6.6,2.56,0.27,0.85,2.71,0
08/14/2013 02:00:00,27.1,7.62,318,68.9,7.05,2.69,0.29,0.85,3.02,0
08/14/2013 05:00:00,26.9,7.63,314,80.5,7.31,2.22,0.28,1.2,3.05,0
08/14/2013 08:00:00,26.5,7.63,318,73.8,6.67,2.72,0.27,1.05,2.86,0
08/14/2013 11:00:00,26.1,7.58,314,69.8,6.35,2.9,0.28,1.2,3.97,0
08/14/2013 14:00:00,25.8,7.54,302,84.6,6.91,3.23,0.31,1.08,4.28,0
08/14/2013 17:00:00,25.4,7.56,287,154.5,7.15,3.46,0.34,1.03,3.94,0
08/14/2013 20:00:00,25.1,7.58,286,218.5,7.93,4.32,0.39,1.36,4.68,0
08/14/2013 23:00:00,25.1,7.52,261,209,7.09,4.11,0.4,1.38,4.02,0
08/15/2013 02:00:00,25,7.48,260,209.5,7.12,3.99,0.39,1.6,4.55,0
08/15/2013 05:00:00,24.8,7.46,259,171.2,7.05,3.11,0.3,1.81,5.13,0
08/15/2013 08:00:00,24.6,7.47,255,178.4,6.47,3.62,0.33,1.4,4.95,0
08/15/2013 11:00:00,24.6,7.47,249,163.4,6.74,3.59,0.33,1.19,4.26,0
08/15/2013 14:00:00,25,7.47,254,177.2,6.91,3.55,0.34,1.21,4.39,0
08/15/2013 17:00:00,25.2,7.46,263,126.2,6.67,3.41,0.34,1.16,4.68,0
08/15/2013 20:00:00,25,7.48,261,110.1,6.52,3.5,0.33,1.21,4.56,0
08/15/2013 23:00:00,25.1,7.5,260,100.9,6.6,3.4,0.31,1.2,5.18,0
08/16/2013 02:00:00,25.2,7.47,259,101.9,5.99,3.16,0.3,1.1,5.05,0
08/16/2013 05:00:00,25.2,7.5,259,98.6,6.46,2.72,0.29,1.61,3.88,0
08/16/2013 08:00:00,25.3,7.48,264,87.8,5.53,3.09,0.29,1.16,4.58,0
08/16/2013 11:00:00,25.7,7.46,273,75.5,5.2,3.37,0.28,1.08,4.74,0
08/16/2013 14:00:00,26.2,7.45,278,70.1,5.19,3.16,0.33,1.05,4.41,0
08/16/2013 17:00:00,25.9,7.47,273,67,5.51,3.04,0.27,1.09,3.66,0
08/16/2013 20:00:00,25.7,7.46,275,65.6,5.73,2.6,0.28,1.07,4.04,0
08/16/2013 23:00:00,25.8,7.49,278,61.1,6.07,2.71,0.27,0.93,3.66,0
08/17/2013 02:00:00,25.8,7.53,274,73,6.52,2.59,0.26,0.83,5.05,0
08/17/2013 05:00:00,25.8,7.53,277,66.8,6.26,2.3,0.26,1.25,3.86,0
08/17/2013 08:00:00,25.9,7.55,283,63.9,5.81,2.52,0.26,1.08,4.78,0
08/17/2013 11:00:00,26,7.49,285,64.4,5.93,2.76,0.26,1.03,4.68,0
08/17/2013 14:00:00,25.9,7.49,286,61.4,5.96,2.68,0.25,1.12,5.5,0
08/17/2013 17:00:00,25.8,7.52,290,104.2,5.32,2.86,0.28,1.14,4.52,0
08/17/2013 20:00:00,25.4,7.48,284,81.8,5.51,2.91,0.26,1.02,4.32,0
08/17/2013 23:00:00,25.2,7.51,280,84.4,5.96,2.73,0.26,0.93,5.01,0
08/18/2013 02:00:00,25.1,7.55,283,76.9,6.18,2.81,0.26,0.96,5.13,0
08/18/2013 05:00:00,25,7.54,283,77.5,5.84,2.53,0.27,1.49,4.6,0
08/18/2013 08:00:00,25.1,7.53,287,71.1,5.81,2.6,0.27,1.19,5.35,0
08/18/2013 11:00:00,25.8,7.52,285,62.9,5.79,2.8,0.29,1.22,4.81,0
08/18/2013 14:00:00,26.4,7.48,292,64.2,5.58,2.94,0.27,1.18,4.56,0
08/18/2013 17:00:00,26.4,7.48,287,62.9,5.7,2.73,0.26,1.04,3.39,0
08/18/2013 20:00:00,26.1,7.5,291,65.6,5.28,2.7,0.27,1.08,4.34,0
08/18/2013 23:00:00,26.7,7.53,303,467,7.12,3.59,,0.97,4.12,0
08/19/2013 02:00:00,26.4,7.57,241,494.5,6.31,4.68,,1.26,4.21,0
08/19/2013 05:00:00,25.8,7.48,234,496.6,6.17,3.66,,1.69,3.79,0
08/19/2013 08:00:00,25.5,7.46,232,426.8,6.41,3.63,0.36,1.37,4.09,0
08/19/2013 11:00:00,26,7.5,234,436.1,6.05,4.09,0.4,1.27,4.02,0
08/19/2013 14:00:00,26.7,7.47,250,345.6,5.31,3.75,0.39,1.37,3.69,0
08/19/2013 17:00:00,26.4,7.44,255,241.1,5.11,3.52,0.34,1.27,3.92,0
08/19/2013 20:00:00,26.2,7.45,263,182.8,5.23,3.22,0.31,1.14,3.08,0
08/19/2013 23:00:00,26,7.49,263,145.1,5.44,2.95,0.29,1,2.88,0
08/20/2013 02:00:00,26.1,7.49,268,109.4,5.33,2.85,0.28,0.96,3.3,0
08/20/2013 05:00:00,26.3,7.52,277,100.4,5.41,2.41,0.26,1.41,3.45,0
08/20/2013 08:00:00,26.5,7.52,280,86.8,5.19,2.49,0.25,1.06,3.12,0
08/20/2013 11:00:00,27,7.51,284,73.2,4.95,2.53,0.25,1.16,2.84,0
08/20/2013 14:00:00,27.7,7.51,288,75.2,4.85,,,,,
08/20/2013 17:00:00,27.3,7.49,287,68.4,5.43,2.19,0.24,1.05,6.29,0
08/20/2013 20:00:00,27,7.51,294,68.2,5.07,3.59,0.24,1.08,4.29,0
08/20/2013 23:00:00,26.9,7.53,295,75.9,5.61,2.93,0.25,0.93,3.5,0
08/21/2013 02:00:00,27,7.56,287,72.2,5.82,2.84,0.24,0.89,3.46,0
08/21/2013 05:00:00,27,7.57,295,87.4,5.95,2.35,0.26,1.36,4.04,0
08/21/2013 08:00:00,27,7.58,296,70.8,5.47,2.89,0.25,0.99,3.73,0
08/21/2013 11:00:00,27.6,7.56,303,62.5,4.43,1.78,0.25,0.98,4.03,0
08/21/2013 14:00:00,27.5,7.54,291,62.9,3.87,2.15,0.24,1.04,4.03,0
08/21/2013 17:00:00,27.3,7.53,288,88.6,3.8,2.42,0.25,1.05,3.62,0
08/21/2013 20:00:00,26.9,7.53,283,95.5,3.85,2.23,0.26,0.87,3.84,0
08/21/2013 23:00:00,26.7,7.55,290,107.4,4.01,2.26,0.28,0.78,3.36,0
08/22/2013 02:00:00,26.7,7.55,282,107.5,3.66,2.09,0.29,0.85,3.38,0
08/22/2013 05:00:00,26.5,7.53,284,93.5,3.41,1.65,0.29,1.48,3.76,0
08/22/2013 08:00:00,26.6,7.53,297,79.6,3.16,2.02,0.28,0.96,3.64,0
08/22/2013 11:00:00,26.3,7.51,299,71.6,2.82,2.29,0.31,1.11,4.69,0
08/22/2013 14:00:00,25.6,7.47,296,262.1,3.05,3.59,,1.23,4.83,0
08/22/2013 17:00:00,25.2,7.47,232,496.2,3.26,3.59,,1.34,4.62,0
08/22/2013 20:00:00,25,7.49,212,497.1,2.77,8.18,,1.26,4.24,0
08/22/2013 23:00:00,24.7,7.41,184,496,9.3,6.6,,1.31,4.74,0
08/23/2013 02:00:00,24.5,7.29,190,496.2,9.98,5.55,,1.16,4.23,0
08/23/2013 05:00:00,24.4,7.28,188,458.4,9,3.74,,1.7,3.85,0
08/23/2013 08:00:00,24.3,7.24,171,379.8,8.44,3.75,0.42,1.29,4.3,0
08/23/2013 11:00:00,24.8,7.2,174,272.6,6.13,3.31,0.36,1.21,4.1,0
08/23/2013 14:00:00,25.3,7.19,178,198.2,7.36,2.98,0.31,0.97,3.68,0
08/23/2013 17:00:00,25.2,7.24,180,176.9,9.43,2.82,0.28,0.93,4.8,0
08/23/2013 20:00:00,25.4,7.25,189,211.5,6.96,3,0.36,0.99,5.96,0
08/23/2013 23:00:00,25.4,7.22,189,200.1,7.43,3.07,0.33,0.97,5.64,0
08/24/2013 02:00:00,25.4,7.22,197,178.2,7.27,3.27,0.31,1.08,6.1,0
08/24/2013 05:00:00,25.1,7.24,205,182.8,6.55,2.53,0.31,1.35,5.52,0
08/24/2013 08:00:00,24.8,7.28,202,148.2,7.44,2.73,0.33,1.02,5.68,0
08/24/2013 11:00:00,24.7,7.31,200,139.5,8.56,2.51,0.27,0.97,6.11,0
08/24/2013 14:00:00,24.7,7.32,212,160.1,3.62,2.75,0.3,1,5.84,0
08/24/2013 17:00:00,24.9,7.32,211,136.8,3.4,2.69,0.28,0.92,5.84,0
08/24/2013 20:00:00,24.9,7.29,206,236.8,3.45,3.03,0.33,0.96,2.5,0
08/24/2013 23:00:00,24.9,7.29,200,224.8,3.51,2.99,0.32,0.99,3.04,0
08/25/2013 02:00:00,24.8,7.3,201,195.4,3.11,3.02,0.33,1.07,3.09,0
08/25/2013 05:00:00,24.6,7.3,202,165.1,3.34,2.28,0.27,1.43,3.07,0
08/25/2013 08:00:00,24.5,7.34,202,131.9,3.43,2.29,0.26,0.97,2.58,0
08/25/2013 11:00:00,25,7.35,204,108.8,3.44,2.19,0.24,0.89,1.18,0
08/25/2013 14:00:00,26,7.38,209,107.8,3.37,2.02,0.23,0.76,1.01,
08/25/2013 17:00:00,26.2,7.37,210,98.8,3.31,1.84,0.23,0.68,2.82,0
08/25/2013 20:00:00,26,7.37,210,90,3.24,1.77,0.23,0.76,3.67,0
08/25/2013 23:00:00,26.1,7.37,217,93.9,3.08,1.7,0.23,0.69,3.4,0
08/26/2013 02:00:00,26.1,7.41,225,96.8,3.07,1.76,0.23,0.68,3.15,0
08/26/2013 05:00:00,25.9,7.41,229,86,2.96,1.42,0.23,1.2,2.95,0
08/26/2013 08:00:00,25.7,7.43,229,76.2,2.94,1.63,0.22,0.77,3.41,0
08/26/2013 11:00:00,26.3,7.46,234,77.8,3.3,1.65,0.22,0.78,3.35,0
08/26/2013 14:00:00,26.9,7.46,234,70.8,2.95,1.65,0.22,0.83,3.89,0
08/26/2013 17:00:00,26.5,7.42,227,73.9,3.18,1.68,0.23,0.86,4.15,0
08/26/2013 20:00:00,26.5,7.44,233,89.4,2.95,2.13,0.24,0.85,4.35,0
08/27/2013 17:00:00,26.5,7.59,207,299,2.98,3.78,0.33,0.9,3.57,0
08/27/2013 20:00:00,26.5,7.59,220,225.8,2.94,2.38,0.33,1.34,3.82,0
08/27/2013 23:00:00,26.6,7.6,228,177,2.79,2.55,0.3,0.99,3.46,0
08/28/2013 02:00:00,26.7,7.59,233,130.6,2.76,2.19,0.25,0.85,3.38,0
08/28/2013 05:00:00,26.7,7.59,246,111.2,2.71,1.86,0.26,1.37,4.03,0
08/28/2013 08:00:00,26.6,7.61,246,111.6,2.68,2,0.26,0.95,4.17,0
08/28/2013 11:00:00,27.1,7.59,244,94.2,2.64,1.92,0.25,0.91,4.15,0
08/28/2013 14:00:00,27.8,7.63,246,83.2,2.64,2,0.24,0.89,4.62,0
08/28/2013 17:20:00,27.6,7.6,244,96.2,5.53,2,0.25,0.79,4.62,0
08/28/2013 20:20:00,27.3,7.63,244,95,5.04,1.96,0.25,0.7,2.48,0
08/28/2013 23:00:00,27.1,7.62,247,91.4,4.76,1.86,0.25,0.79,2.42,0
08/29/2013 02:00:00,27,7.61,239,86.5,4.71,1.98,0.24,0.7,2.32,0
08/29/2013 05:00:00,27.1,7.63,252,88.6,4.54,1.41,0.24,1.29,2.49,0
08/29/2013 08:00:00,27,7.63,253,81.4,4.51,1.75,0.25,0.94,2.47,0
08/29/2013 11:00:00,27.4,7.62,257,74.6,4.37,2.02,0.25,0.82,2.65,0
08/29/2013 14:00:00,27.3,7.61,258,77.8,4.25,2.21,0.26,0.83,2.36,0
08/29/2013 17:00:00,27,7.58,267,94.5,4.65,2.47,0.26,0.98,2.51,0
08/29/2013 20:00:00,26.4,7.6,260,279.2,6.24,3.77,0.43,1.1,2.81,0
08/29/2013 23:00:00,26.5,7.54,249,266.4,5.74,3.81,0.45,1.12,2.89,0
08/30/2013 02:00:00,25.8,7.49,243,180.5,5.6,3.64,0.37,1.24,2.77,0
08/30/2013 05:00:00,25.1,7.46,213,496.9,5.63,4.5,,2.17,3.27,0
08/30/2013 08:00:00,24.9,7.39,239,495.8,6.12,5.86,0.59,1.51,2.71,0
08/30/2013 11:00:00,24.9,7.47,214,495.8,6.21,4.98,0.51,1.29,2.45,0
08/30/2013 14:00:00,24.9,7.47,207,306.1,6.21,3.57,0.38,1.1,2.09,0
08/30/2013 17:00:00,24.9,7.49,200,258.6,6.2,2.74,0.33,1,1.99,0
08/30/2013 20:00:00,24.7,7.5,209,229.1,6.23,2.63,0.31,0.89,2,0
08/30/2013 23:00:00,24.5,7.51,224,206.9,6.13,2.82,0.34,0.89,2.51,0
08/31/2013 02:00:00,24.3,7.51,230,253.1,6.51,3.2,0.42,1.06,2.38,0
08/31/2013 05:00:00,24.2,7.5,241,343.1,7.47,2.94,0.41,1.63,2.38,0
08/31/2013 08:00:00,24.2,7.54,231,342.8,,2.88,0.39,1.11,2.36,0
08/31/2013 11:00:00,24.5,7.57,211,215.9,7.89,2.16,0.29,0.88,1.93,0
08/31/2013 14:00:00,25.1,7.58,210,173.4,7.63,2.11,0.26,0.81,2.05,0
08/31/2013 17:00:00,25.2,7.58,211,147,7.44,2.26,0.24,0.73,2.24,0
08/31/2013 20:00:00,25.2,7.58,219,140.6,7.42,2.13,0.26,0.7,2.16,0
08/31/2013 23:00:00,25.4,7.6,225,149.6,9.21,2.18,0.26,0.7,2.07,0
09/01/2013 02:00:00,25.4,7.6,234,121.6,9.3,2.06,0.27,0.77,2.33,0
09/01/2013 05:00:00,25.2,7.58,237,101.4,9.73,1.75,0.25,1.26,2.32,0
09/01/2013 08:00:00,25,7.6,243,102.2,9.44,1.87,0.24,0.83,2.4,0
09/01/2013 11:00:00,25.6,7.6,249,106.6,8.94,2.84,0.23,0.9,2.52,0
09/01/2013 14:00:00,26,7.59,243,81.5,8.72,2.25,0.23,0.77,2.37,0
09/01/2013 17:00:00,25.5,7.59,239,111.6,9.87,2.13,0.24,0.77,2.24,0
09/01/2013 20:00:00,25.5,7.58,238,116.9,11.15,2.46,0.24,0.85,2.14,0
09/01/2013 23:00:00,25.4,7.57,245,103.5,11.12,2.44,0.25,0.77,2.39,0
09/02/2013 02:00:00,25.1,7.58,246,96,11.21,2.52,0.24,0.84,1.96,0
09/02/2013 05:00:00,24.9,7.57,251,100.2,10.82,2.37,0.24,1.23,2.27,0
09/02/2013 08:00:00,24.8,7.58,256,84.9,10.3,2.94,0.25,1.05,2.5,0
09/02/2013 11:00:00,25.4,7.58,254,71.5,10.33,2.72,0.24,0.98,2.46,0
09/02/2013 14:00:00,25.8,7.58,251,77.1,10.83,2.68,0.23,0.78,2.31,0
09/02/2013 17:00:00,25.4,7.58,249,75.1,10.89,2.63,0.23,0.89,2.09,0
09/02/2013 20:00:00,25.2,7.56,247,79.1,11.06,2.76,0.25,0.79,2.56,0
09/02/2013 23:00:00,25,7.58,253,103.1,11.2,2.53,0.25,0.95,2.38,0
09/03/2013 02:00:00,24.8,7.62,253,100.8,11.38,2.43,0.25,0.82,2.15,0
09/03/2013 05:00:00,24.6,7.62,257,97.1,11.3,2.05,0.24,1.38,2.09,0
09/03/2013 08:00:00,24.5,7.63,260,93.2,10.97,2.34,0.24,0.91,2.67,0
09/03/2013 11:00:00,25,7.65,262,103.5,11.25,3.53,0.24,0.91,1.95,0
09/03/2013 14:00:00,25.4,7.66,262,96.4,11.16,3.59,0.23,0.9,2.21,0
09/03/2013 17:00:00,25.2,7.63,250,103.5,11.18,3.44,0.23,0.74,2.38,0
09/03/2013 20:00:00,25,7.63,252,97,10.83,3.19,0.24,0.91,2.39,0
09/03/2013 23:00:00,25,7.64,249,89.8,7.63,3.09,0.24,0.82,2.29,0
09/04/2013 02:00:00,25,7.64,254,95.4,7.91,2.94,0.25,0.78,2.23,0
09/04/2013 05:00:00,24.5,7.63,257,95.4,7.99,2.51,0.25,1.38,2.04,0
09/04/2013 08:00:00,24.5,7.65,259,80.5,8.05,2.58,0.24,1.01,2.16,0
09/04/2013 11:00:00,24.7,7.66,264,77.9,7.95,2.75,0.23,0.97,2.39,0
09/04/2013 14:00:00,25,7.66,264,84.9,7.93,2.92,0.23,0.78,2.1,0
09/04/2013 17:00:00,24.8,7.65,261,76.6,7.84,3.06,0.23,0.86,2.53,0
09/04/2013 20:00:00,24.5,7.64,258,76,7.77,2.95,0.24,0.89,2.4,0
09/04/2013 23:00:00,24.3,7.63,256,85.4,7.68,3.17,0.25,0.91,2.5,0
09/05/2013 02:00:00,24.2,7.59,255,88.9,7.78,3.12,0.24,0.76,2.42,0
09/05/2013 05:00:00,24.1,7.63,260,82.6,7.66,2.46,0.25,1.26,2.55,0
09/05/2013 08:00:00,24.1,7.64,261,97.4,7.47,2.75,0.25,0.9,2.67,0
09/05/2013 11:00:00,24.5,7.67,263,75,7.3,,0.24,0.97,2.5,0
09/05/2013 14:00:00,25.2,7.63,266,61.9,6.95,,0.23,0.95,2.36,0
09/05/2013 17:00:00,25,7.58,261,67.9,7.12,,0.23,0.84,2.24,0
09/05/2013 20:00:00,24.7,7.58,264,63.4,7,1.72,0.23,1.08,2.55,0
09/05/2013 23:00:00,24.6,7.51,253,69.6,7.33,1.63,0.23,0.84,2.55,0
09/06/2013 02:00:00,24.7,7.6,269,75.9,7.21,1.24,0.24,0.69,2.39,0
09/06/2013 05:00:00,24.4,7.62,258,79,7.52,0.83,0.23,1.12,2.21,0
09/06/2013 08:00:00,24.6,7.64,266,75.2,7.16,1.17,0.25,0.95,2.45,0
09/06/2013 11:00:00,25.1,7.62,266,59.1,6.95,1.37,0.24,1.08,2.41,0
09/06/2013 14:30:00,25.9,7.61,271,62.8,6.72,1.58,0.23,0.86,2.57,0
09/06/2013 17:30:00,25.8,7.6,263,55.6,6.99,1.61,0.22,0.84,2.47,0
09/06/2013 20:30:00,25.7,7.61,269,68,7.19,1.61,0.23,0.73,2.69,0
09/06/2013 23:30:00,25.7,7.62,272,72,7.4,1.74,0.23,0.81,2.75,0
09/07/2013 02:30:00,25.7,7.62,272,73.2,7.41,1.9,0.25,0.72,2.51,0
09/07/2013 05:30:00,25.8,7.61,281,73.9,7.1,1.48,0.25,1.2,2.65,0
09/07/2013 08:30:00,25.8,7.61,279,69.5,6.61,1.74,0.24,0.93,2.59,0
09/07/2013 11:30:00,26.3,7.62,278,66.8,7.04,1.95,0.23,0.86,2.33,0
09/07/2013 14:30:00,26.9,7.63,278,64.6,6.86,1.72,0.22,0.82,2.56,0
09/07/2013 20:30:00,26.1,7.61,277,84.9,4.56,1.33,0.24,0.73,2.72,0
09/07/2013 23:00:00,26.1,7.62,273,116.5,5.12,2.14,0.26,0.71,2.63,0
09/08/2013 02:00:00,26.3,7.64,285,127.9,5.31,2.46,0.29,0.82,2.73,0
09/08/2013 05:00:00,25.9,7.6,286,141,4.87,2.29,0.26,1.25,2.74,0
09/08/2013 08:00:00,25.6,7.59,273,194.1,5.09,2.74,0.31,1.13,3.12,0
09/08/2013 11:00:00,26.1,7.62,262,210.4,5.14,3.28,0.37,1.11,2.85,0
09/08/2013 14:00:00,26.5,7.59,255,250.8,4.97,3.11,0.37,1.19,3.2,0
09/08/2013 17:00:00,26.4,7.55,242,247.6,4.66,2.78,0.39,1.09,2.76,0
09/08/2013 20:00:00,26.2,7.56,235,261.5,4.7,2.75,0.37,0.94,2.7,0
09/08/2013 23:00:00,26.2,7.54,226,321.1,4.48,3.13,0.43,0.94,2.47,0
09/09/2013 02:00:00,26.5,7.53,238,258.2,4.69,3.16,0.4,0.89,2.86,0
09/09/2013 05:00:00,26.4,7.55,249,172.2,4.73,2.7,0.34,1.29,2.94,0
09/09/2013 08:00:00,26.4,7.54,255,125.8,4.15,3.07,0.3,1.01,2.92,0
09/09/2013 11:00:00,26.9,7.53,260,103,4.41,2.71,0.28,0.95,2.96,0
09/09/2013 14:00:00,27.4,7.53,270,83.6,4.29,2.7,0.26,0.9,2.69,0
09/09/2013 17:00:00,27.2,7.53,273,79.6,4.02,2.38,0.25,1.04,2.91,0
09/09/2013 20:00:00,26.8,7.52,264,89.4,4.65,2.53,0.26,0.9,3.05,0
09/09/2013 23:00:00,26.8,7.54,267,81.6,4.66,2.51,0.26,0.88,2.81,0
09/10/2013 02:00:00,26.7,7.53,270,81.8,4.73,2.39,0.25,0.78,3.06,0
09/10/2013 05:00:00,26.5,7.58,274,83,4.58,1.93,0.26,1.2,2.92,0
09/10/2013 08:00:00,26.4,7.58,274,66.9,4.39,2.07,0.25,0.96,2.98,0
09/10/2013 11:00:00,27,7.6,277,58.8,4.51,2.12,0.25,0.89,2.75,0
09/10/2013 14:00:00,27.6,7.62,276,67,4.49,2.17,0.25,0.9,2.98,0
09/10/2013 17:00:00,27.3,7.6,274,133.6,4.77,3.82,0.27,0.87,2.63,0
09/10/2013 20:00:00,26.8,7.64,278,59.8,4.57,2.15,0.25,0.95,2.79,0
09/10/2013 23:00:00,26.5,7.62,279,86.9,4.91,2.17,0.25,0.75,2.93,0
09/11/2013 02:00:00,26.4,7.63,280,85,4.9,1.88,0.26,0.84,2.98,0
09/11/2013 05:00:00,26.4,7.63,279,82,5.16,1.54,0.25,1.3,2.97,0
09/11/2013 08:00:00,26.4,7.65,282,68.6,5.09,1.71,0.26,0.98,2.86,0
09/11/2013 11:00:00,26.9,7.64,290,66.1,4.88,1.85,0.28,1.24,3.05,0
09/11/2013 14:00:00,27.5,7.57,293,60.8,4.78,2.25,0.26,1.21,3.15,0
09/11/2013 17:00:00,27.2,7.55,291,63.8,4.84,2.35,0.26,1.1,2.85,0
09/11/2013 20:00:00,26.7,7.58,289,77.2,5.26,2.04,0.26,0.97,2.85,0
09/11/2013 23:00:00,26.4,7.58,294,80.2,5.1,2.05,0.26,0.85,3.89,0
09/12/2013 02:00:00,26.3,7.63,286,80.8,5.01,2.21,0.25,0.78,3.04,0
09/12/2013 05:00:00,26.2,7.62,285,80.9,5.16,1.62,0.25,1.17,3.16,0
09/12/2013 08:00:00,26.3,7.63,286,65.9,5.13,1.55,0.24,0.93,3.32,0
09/12/2013 11:00:00,26.8,7.62,296,56.2,4.85,1.87,0.24,0.91,3.39,0
09/12/2013 14:00:00,27.3,7.61,288,58.2,4.77,2.16,0.24,0.86,3.12,0
09/12/2013 17:00:00,27.2,7.61,290,53.4,4.72,2.16,0.23,0.72,3.09,0
09/12/2013 20:00:00,26.8,7.6,289,59.6,6.03,2.29,0.23,0.9,3.06,0
09/12/2013 23:00:00,26.6,7.61,297,71,5.21,2.1,0.25,0.85,2.93,0
09/13/2013 02:00:00,26.6,7.63,288,71.5,5.28,2.09,0.24,0.76,3.21,0
09/13/2013 05:00:00,26.4,7.63,289,69.2,5.21,1.57,0.24,1.28,2.9,0
09/13/2013 08:00:00,26.3,7.62,296,72.6,7.41,1.73,0.25,0.89,2.97,0
09/13/2013 11:00:00,26.4,7.63,270,51,5.8,1.94,0.22,0.89,2.76,0
09/13/2013 14:00:00,27,7.6,296,54.2,4.84,1.9,0.23,0.77,2.96,0
09/13/2013 17:00:00,26.8,7.65,294,63.9,6.69,1.69,0.23,0.76,3.07,0
09/13/2013 20:00:00,26.5,7.68,297,65.1,6.37,1.77,0.19,0.85,3.71,0
09/13/2013 23:00:00,26.2,7.66,299,68.4,6.45,1.8,0.25,0.81,3.28,0
09/14/2013 02:00:00,26,7.68,288,73.5,6.88,1.86,0.23,0.73,2.82,0
09/14/2013 05:00:00,26.1,7.68,301,76.2,6.88,1.54,0.25,1.19,3.36,0
09/14/2013 08:00:00,26.1,7.65,299,68.4,6.9,1.81,0.24,0.9,3.08,0
09/14/2013 11:00:00,26.6,7.66,301,63.2,6.26,1.88,0.26,0.89,3.03,0
09/14/2013 14:00:00,26.6,7.63,302,59.6,6.94,1.96,0.26,0.88,3.76,0
09/14/2013 17:00:00,26.5,7.64,295,56.4,6.86,1.77,0.25,0.75,3.05,0
09/14/2013 20:00:00,26,7.65,294,60.1,6.86,1.65,0.25,0.91,4.83,0
09/14/2013 23:00:00,25.9,7.64,290,75.5,7,1.99,0.25,0.71,3.72,0
09/15/2013 02:00:00,25.9,7.65,289,76.2,6.95,1.87,0.25,0.67,3.48,0
09/15/2013 05:00:00,25.8,7.64,290,77.2,7.09,1.62,0.26,1.43,3.54,0
09/15/2013 08:00:00,25.7,7.59,288,76.1,6.84,1.74,0.26,1.04,4.08,0
09/15/2013 11:00:00,26.4,7.59,296,69.2,6.24,1.78,0.28,1.11,3.83,0
09/15/2013 14:00:00,26.9,7.55,297,64,5.74,1.57,0.25,1.19,4.13,0
09/15/2013 17:00:00,26.9,7.52,296,75.8,6.6,2.18,0.25,0.95,3.62,0
09/15/2013 20:00:00,26.4,7.53,298,72.4,5.89,1.78,0.25,1.02,3.97,0
09/15/2013 23:00:00,26.2,7.57,294,69.8,6.12,1.83,0.25,0.86,3.78,0
09/16/2013 02:00:00,26.3,7.61,309,74,6.78,1.75,0.27,0.79,3.33,0
09/16/2013 05:00:00,26.2,7.62,295,76.9,6.67,1.56,0.26,1.37,3.67,0
09/16/2013 08:00:00,26.2,7.62,293,68.1,6.57,1.56,0.25,0.93,3.99,0
09/16/2013 11:00:00,26.9,7.63,298,61.9,5.5,2.03,0.24,0.92,3.7,0
09/16/2013 14:00:00,27.2,7.62,297,64.4,6.2,2.15,0.23,0.82,3.78,0
09/16/2013 17:00:00,27.1,7.63,297,57.9,6.52,1.9,0.24,0.84,3.6,0
09/16/2013 20:00:00,26.7,7.63,298,55.2,6.74,1.92,0.25,1,3.78,0
09/16/2013 23:00:00,26.1,7.58,297,72.2,5.97,2.16,0.26,0.87,3.47,0
09/17/2013 02:00:00,25.7,7.59,314,70.2,5.45,1.9,0.28,0.76,4.22,0
09/17/2013 05:00:00,25.3,7.62,303,67.6,6.47,1.51,0.27,1.39,3.75,0
09/17/2013 08:00:00,25.3,7.63,313,74.2,6.55,1.68,0.27,0.96,3.55,0
09/17/2013 11:00:00,25.9,7.69,300,68.8,6.16,1.85,0.26,0.83,3.84,0
09/17/2013 14:00:00,26.3,7.65,300,64.4,6.48,1.81,0.26,0.89,3.85,0
09/17/2013 17:00:00,26.1,7.64,301,69.5,8.01,1.99,0.26,1.06,3.77,0
09/17/2013 20:00:00,25.7,7.6,308,68,6.3,2.04,0.26,0.98,4.07,0
09/17/2013 23:00:00,25.3,7.61,298,67.2,7.23,2.09,0.25,0.92,3.84,0
09/18/2013 02:00:00,25.3,7.65,312,67.8,7.69,1.88,0.26,0.78,3.72,0
09/18/2013 05:00:00,25.2,7.67,314,70.5,6.98,1.44,0.24,1.21,3.63,0
09/18/2013 08:00:00,25,7.68,313,62.2,7.53,1.46,0.24,0.79,3.45,0
09/18/2013 11:00:00,25.6,7.68,308,58.5,7.55,1.72,0.22,0.91,3.85,0
09/18/2013 14:00:00,26,7.66,306,63.9,8.46,1.95,0.23,0.89,3.36,0
09/18/2013 17:00:00,26,7.65,317,60.1,8.05,2.1,0.24,0.85,3.28,0
09/18/2013 20:00:00,25.7,7.64,324,59.1,7.61,2.08,0.25,0.93,3.95,0
09/18/2013 23:00:00,25.3,7.64,323,70.2,7.31,2.06,0.25,0.92,3.85,0
09/19/2013 02:00:00,25.3,7.65,320,67.2,7.47,2.23,0.25,0.73,3.86,0
09/19/2013 05:00:00,25.2,7.69,305,63.1,7.4,1.57,0.24,1.27,4.08,0
09/19/2013 08:00:00,25.5,7.68,315,68.9,7.42,1.71,0.25,1,3.85,0
09/19/2013 11:00:00,25.9,7.67,326,63,6.95,1.92,0.29,1.38,4.19,0
09/19/2013 14:00:00,26.2,7.59,308,56.1,6.78,2.07,0.26,1.13,3.94,0
