时间,水温,pH,电导率,浊度,溶解氧,高锰酸盐指数,总磷,氨氮,总氮,叶绿素,藻青蛋白
09/06/2011 00:08:00,26.40,6.64,204.00,24.40,3.98,2.02,0.15,0.22,3.97,12.70,3173.00
09/06/2011 03:08:00,26.70,6.59,201.00,26.70,4.34,2.12,0.15,0.20,3.71,13.30,3126.00
09/06/2011 06:08:00,26.50,6.63,199.00,27.60,4.21,2.03,0.15,0.21,3.72,13.90,3149.00
09/06/2011 09:08:00,26.60,6.61,200.00,29.20,4.11,2.02,0.15,0.22,3.96,15.90,3175.00
09/06/2011 12:08:00,26.60,6.59,200.00,22.80,4.08,1.93,0.15,0.26,4.18,13.00,3012.00
09/06/2011 15:08:00,27.00,6.58,201.00,31.40,4.20,1.83,0.15,0.23,3.63,11.90,3042.00
09/06/2011 18:08:00,26.70,6.59,201.00,38.30,4.17,2.37,0.15,0.25,3.80,12.70,3285.00
09/06/2011 21:08:00,26.40,6.58,204.00,53.40,3.90,1.98,0.17,0.34,4.25,14.20,3410.00
09/07/2011 00:08:00,26.30,6.55,204.00,43.30,3.97,1.90,0.17,0.29,4.20,14.50,3625.00
09/07/2011 03:08:00,26.30,6.57,198.00,41.10,4.28,2.08,0.16,0.27,3.90,17.20,3494.00
09/07/2011 06:08:00,26.10,6.58,191.00,40.10,4.44,1.87,0.15,0.24,3.94,18.90,3492.00
09/07/2011 09:08:00,26.70,6.58,191.00,32.90,4.51,2.16,0.14,0.19,3.63,16.30,3209.00
09/07/2011 12:08:00,28.00,6.57,191.00,31.50,5.19,1.39,0.13,0.16,3.78,15.50,3116.00
09/07/2011 15:08:00,29.80,6.63,191.00,26.00,6.89,2.31,0.12,0.13,3.48,15.10,3028.00
09/07/2011 18:08:00,28.30,6.69,193.00,19.50,6.60,2.74,0.12,0.10,3.65,16.80,3148.00
09/07/2011 21:08:00,26.80,6.67,198.00,22.80,4.23,1.89,0.12,0.12,3.66,17.10,3146.00
09/08/2011 00:08:00,26.60,6.61,201.00,21.00,4.29,1.89,0.12,0.10,3.55,17.40,2903.00
09/08/2011 03:08:00,26.80,6.61,198.00,20.80,4.70,1.24,0.11,0.07,3.44,18.40,3097.00
09/08/2011 06:08:00,26.80,6.61,192.00,22.60,4.79,1.23,0.11,0.06,3.42,17.70,3157.00
09/08/2011 09:08:00,27.20,6.62,190.00,21.30,4.85,1.40,0.11,0.06,3.18,19.00,3214.00
09/08/2011 12:08:00,28.20,6.60,186.00,20.90,5.19,1.55,0.11,0.06,3.02,18.60,3014.00
09/08/2011 15:08:00,27.70,6.59,186.00,30.50,5.63,1.26,0.12,0.06,2.80,20.90,3504.00
09/08/2011 18:08:00,27.20,6.63,192.00,44.90,5.56,1.47,0.12,0.07,3.12,25.90,3411.00
09/08/2011 21:08:00,27.00,6.64,187.00,52.00,5.33,1.32,0.12,0.08,3.12,29.60,3374.00
09/09/2011 00:08:00,26.90,6.61,186.00,62.70,5.10,1.35,0.11,0.10,3.10,31.00,3468.00
09/09/2011 03:08:00,27.10,6.58,190.00,64.30,4.85,1.39,0.11,0.13,2.97,30.70,3394.00
09/09/2011 06:08:00,27.20,6.56,192.00,69.30,4.75,1.39,0.11,0.15,3.49,28.70,3252.00
09/09/2011 09:08:00,27.70,6.56,193.00,69.50,4.59,1.98,0.11,0.18,3.43,31.00,3302.00
09/09/2011 12:08:00,27.90,6.52,198.00,74.80,4.42,1.54,0.12,0.23,3.50,32.80,3542.00
09/09/2011 15:08:00,28.00,6.50,197.00,76.10,4.52,1.84,0.11,0.24,3.39,28.40,3604.00
09/09/2011 18:08:00,27.80,6.49,200.00,75.20,4.41,1.96,0.11,0.19,3.28,33.00,3528.00
09/09/2011 21:08:00,27.80,6.53,199.00,70.50,4.31,1.79,0.11,0.15,3.38,36.00,3402.00
09/10/2011 00:08:00,27.70,6.53,197.00,70.40,4.34,1.91,0.10,0.16,3.04,43.70,3463.00
09/10/2011 03:08:00,27.60,6.55,195.00,72.30,4.31,1.46,0.10,0.15,3.07,42.20,3384.00
09/10/2011 06:08:00,27.60,6.58,194.00,77.20,4.31,1.48,0.10,0.14,3.45,42.60,3383.00
09/10/2011 09:08:00,28.10,6.58,192.00,78.80,4.39,1.45,0.11,0.11,3.30,42.70,3239.00
09/10/2011 12:08:00,29.20,6.55,189.00,75.80,4.89,1.59,0.11,0.10,3.04,31.30,3152.00
09/10/2011 15:08:00,29.00,6.58,189.00,83.50,5.32,2.07,0.10,0.08,3.15,37.00,3167.00
09/10/2011 18:08:00,28.50,6.60,186.00,88.20,5.12,1.77,0.10,0.10,2.78,36.80,3307.00
09/10/2011 21:08:00,28.30,6.62,184.00,93.90,4.77,2.02,0.10,0.06,2.67,35.90,3322.00
09/11/2011 00:08:00,28.10,6.64,182.00,94.80,4.69,1.76,0.10,0.06,2.53,36.50,3241.00
09/11/2011 03:08:00,27.80,6.62,179.00,95.80,4.68,1.61,0.10,0.05,2.64,41.50,3276.00
09/11/2011 06:08:00,27.70,6.63,179.00,97.40,4.68,1.77,0.10,0.03,2.77,40.30,3258.00
09/11/2011 09:08:00,28.10,6.62,177.00,113.10,4.95,1.52,0.10,0.03,2.67,35.40,3470.00
09/11/2011 12:08:00,28.70,6.61,178.00,119.20,5.03,1.52,0.10,0.03,2.55,41.80,3702.00
09/11/2011 15:08:00,28.70,6.61,174.00,125.20,4.98,1.81,0.10,0.03,2.57,44.10,3914.00
09/11/2011 18:08:00,28.10,6.62,176.00,142.90,4.88,1.81,0.11,0.07,2.74,46.20,3751.00
09/11/2011 21:08:00,27.90,6.64,186.00,139.50,4.69,1.36,0.10,0.17,2.91,44.20,3846.00
09/12/2011 00:08:00,28.00,6.63,196.00,141.10,4.39,1.70,0.10,0.24,3.25,56.30,3553.00
09/12/2011 03:08:00,28.10,6.59,202.00,136.00,4.29,1.70,0.09,0.26,3.70,75.00,3708.00
09/12/2011 06:08:00,28.10,6.57,207.00,142.80,4.25,1.71,0.10,0.33,3.57,10.00,3606.00
09/12/2011 09:08:00,28.60,6.52,212.00,136.60,4.21,1.78,0.09,0.37,3.77,10.80,3512.00
09/12/2011 12:08:00,28.80,6.45,221.00,138.70,3.90,1.81,0.09,0.39,3.62,12.30,3429.00
09/12/2011 15:08:00,28.90,6.42,227.00,139.70,3.88,1.91,0.08,0.45,3.88,15.50,3441.00
09/12/2011 18:08:00,28.40,6.43,226.00,135.10,3.83,1.96,0.08,0.38,4.14,16.90,3693.00
09/12/2011 21:08:00,28.00,6.48,220.00,138.30,4.12,1.76,0.09,0.32,3.93,15.80,3414.00
09/13/2011 02:00:00,27.90,6.53,216.00,136.80,4.18,1.91,0.09,0.24,3.71,15.80,2924.00
09/13/2011 05:00:00,28.10,6.59,214.00,137.90,4.31,1.63,0.10,0.23,3.85,16.90,2792.00
09/13/2011 08:00:00,28.50,6.61,211.00,143.80,4.51,1.87,0.10,0.20,2.91,86.60,2777.00
09/13/2011 11:00:00,29.40,6.59,207.00,143.10,4.98,1.71,0.10,0.13,0.05,10.40,3153.00
09/13/2011 14:00:00,29.50,6.59,203.00,137.30,4.99,1.76,0.10,0.10,0.05,11.10,3423.00
09/13/2011 17:00:00,28.70,6.61,201.00,145.40,4.87,1.84,0.10,0.09,0.05,11.20,4124.00
09/13/2011 20:00:00,28.40,6.60,204.00,144.70,4.95,1.74,0.11,0.03,0.05,12.10,2885.00
09/13/2011 23:00:00,28.20,6.63,208.00,145.20,4.92,1.65,0.10,0.08,0.05,9.10,2854.00
09/14/2011 02:00:00,27.90,6.64,213.00,146.20,4.64,1.65,0.11,0.08,1.56,8.90,2869.00
09/14/2011 05:00:00,27.80,6.63,223.00,143.30,4.40,1.85,0.11,0.14,1.39,8.70,3182.00
09/14/2011 08:00:00,28.00,6.62,227.00,117.80,4.24,1.28,0.11,0.16,1.33,9.10,2558.00
09/14/2011 11:00:00,29.10,6.60,231.00,117.70,4.47,2.11,0.11,0.24,2.04,9.80,2471.00
09/14/2011 14:00:00,29.50,6.55,229.00,115.10,4.33,1.75,0.11,0.24,2.93,9.50,2451.00
09/14/2011 17:00:00,28.70,6.58,226.00,96.90,4.46,2.18,0.11,0.22,3.45,8.90,1578.00
09/14/2011 20:00:00,28.40,6.58,221.00,105.10,4.35,1.84,0.11,0.22,3.00,9.40,1684.00
09/14/2011 23:00:00,28.20,6.60,224.00,109.20,4.29,1.92,0.11,0.22,3.70,10.10,1582.00
09/15/2011 02:00:00,28.00,6.62,224.00,114.70,4.24,1.82,0.11,0.20,3.75,11.60,1529.00
09/15/2011 05:00:00,27.90,6.63,223.00,115.30,4.23,1.67,0.11,0.19,4.07,12.00,1656.00
09/15/2011 08:00:00,28.10,6.65,222.00,117.80,4.42,1.98,0.11,0.17,3.80,14.20,1619.00
09/15/2011 11:00:00,28.90,6.64,218.00,114.60,4.74,1.58,0.10,0.14,3.84,16.00,1600.00
09/15/2011 14:00:00,28.90,6.57,216.00,119.30,4.56,1.58,0.10,0.13,3.63,15.30,1626.00
09/15/2011 17:00:00,28.60,6.58,210.00,100.40,4.62,1.36,0.11,0.13,3.74,15.60,1649.00
09/15/2011 20:00:00,28.20,6.58,209.00,102.90,4.52,1.49,0.13,0.12,3.57,15.70,1569.00
09/15/2011 23:00:00,28.00,6.57,211.00,121.20,4.45,1.97,0.11,0.15,3.62,15.90,1430.00
09/16/2011 02:00:00,28.00,6.58,209.00,117.50,4.30,1.97,0.11,0.14,3.68,16.50,1403.00
09/16/2011 05:00:00,27.80,6.56,212.00,132.70,4.16,1.96,0.10,0.16,3.85,16.40,1301.00
09/16/2011 08:00:00,28.10,6.55,214.00,133.80,4.03,1.78,0.12,0.19,4.37,18.10,1390.00
09/16/2011 11:00:00,28.90,6.49,216.00,134.50,3.89,2.06,0.11,0.31,4.11,18.60,1364.00
09/16/2011 14:00:00,29.20,6.43,216.00,134.80,3.79,2.10,0.11,0.40,4.17,19.70,1415.00
09/16/2011 17:00:00,28.80,6.42,210.00,138.60,3.78,2.23,0.12,0.43,4.15,18.30,1459.00
09/16/2011 20:00:00,28.50,6.46,208.00,145.40,3.86,2.07,0.11,0.43,4.28,20.30,1326.00
09/16/2011 23:00:00,28.20,6.45,206.00,123.20,3.89,,0.10,0.39,4.31,22.50,1285.00
09/17/2011 02:00:00,28.00,6.42,203.00,112.60,3.98,,0.10,0.34,4.07,22.40,1202.00
09/17/2011 05:00:00,27.80,6.45,201.00,124.90,3.92,,0.09,0.29,4.04,27.10,1179.00
09/17/2011 08:00:00,28.00,6.44,201.00,115.50,3.98,2.02,0.09,0.27,3.84,27.10,1210.00
09/17/2011 11:00:00,29.50,6.42,201.00,98.90,4.25,1.96,0.09,0.25,3.62,29.60,933.00
09/17/2011 14:00:00,29.60,6.44,201.00,110.50,4.13,2.26,0.09,0.24,3.74,28.60,1116.00
09/17/2011 17:00:00,28.80,6.46,196.00,131.20,3.91,2.36,0.10,0.20,1.85,38.10,1011.00
09/17/2011 20:00:00,28.60,6.49,192.00,125.20,4.13,1.91,0.10,0.17,1.56,36.80,947.00
09/17/2011 23:00:00,28.40,6.49,190.00,115.80,4.18,2.25,0.10,0.15,0.05,36.40,865.00
09/18/2011 02:00:00,28.10,6.46,184.00,120.00,4.30,1.82,0.10,0.14,0.05,37.50,864.00
09/18/2011 05:00:00,28.00,6.48,179.00,105.00,4.66,1.82,0.09,0.11,0.05,36.00,847.00
09/18/2011 08:00:00,28.20,6.51,179.00,89.30,4.59,1.58,0.09,0.10,0.05,32.30,869.00
09/18/2011 11:00:00,29.40,6.51,183.00,116.20,5.15,1.67,0.09,0.07,2.60,33.30,1034.00
09/18/2011 14:00:00,30.10,6.49,184.00,88.10,5.73,2.37,0.09,0.06,2.58,37.20,1011.00
09/18/2011 17:00:00,29.70,6.57,183.00,103.40,6.50,2.52,0.08,0.03,2.82,38.70,1041.00
09/18/2011 20:00:00,28.70,6.59,183.00,158.20,5.03,1.89,0.08,0.08,2.97,40.40,886.00
09/18/2011 23:00:00,28.30,6.55,183.00,146.80,4.31,2.02,0.09,0.09,2.93,31.60,803.00
09/19/2011 02:00:00,28.20,6.54,183.00,144.60,4.25,2.40,0.09,0.09,3.02,32.60,731.00
09/19/2011 05:00:00,28.10,6.54,181.00,117.60,4.39,2.25,0.09,0.09,3.19,31.60,748.00
09/19/2011 08:00:00,28.20,6.54,181.00,58.60,4.46,2.41,0.09,0.08,3.14,25.00,860.00
09/19/2011 11:00:00,29.40,6.55,181.00,67.40,5.38,2.82,0.08,0.08,3.15,26.50,975.00
09/19/2011 14:00:00,29.00,6.56,183.00,65.60,5.66,2.82,0.08,0.09,3.13,22.10,1038.00
09/19/2011 17:00:00,28.70,6.55,185.00,65.00,5.01,2.22,0.08,0.15,3.15,17.90,946.00
09/19/2011 20:00:00,28.20,6.53,184.00,18.70,4.31,2.32,0.09,0.13,3.25,18.50,874.00
09/19/2011 23:00:00,28.00,6.53,183.00,18.00,4.03,2.19,0.08,0.13,3.22,18.20,862.00
09/20/2011 02:00:00,27.90,6.52,181.00,23.00,4.05,2.23,0.09,0.13,3.31,14.60,988.00
09/20/2011 05:00:00,27.80,6.53,176.00,27.50,4.39,2.63,0.09,0.14,3.24,15.60,1084.00
09/20/2011 08:00:00,27.70,6.51,180.00,31.70,4.27,2.69,0.10,0.10,3.48,14.00,1041.00
09/20/2011 11:00:00,28.30,6.52,185.00,31.70,4.49,2.20,0.10,0.15,3.34,14.30,1014.00
09/20/2011 14:00:00,28.00,6.47,186.00,27.30,4.80,2.52,0.10,0.15,3.20,16.20,1026.00
09/20/2011 17:00:00,27.60,6.49,181.00,27.50,4.54,2.41,0.09,0.12,3.13,14.90,894.00
09/20/2011 20:00:00,27.40,6.52,177.00,28.50,4.64,2.50,0.09,0.15,3.26,14.30,955.00
09/20/2011 23:00:00,27.50,6.54,180.00,21.80,4.73,2.16,0.08,0.21,3.28,13.40,903.00
09/21/2011 02:00:00,27.40,6.54,192.00,19.80,4.32,2.42,0.08,0.24,3.69,12.70,768.00
09/21/2011 05:00:00,27.20,6.54,195.00,17.60,4.15,2.15,0.08,0.27,3.85,12.30,755.00
09/21/2011 08:00:00,27.10,6.53,197.00,19.00,3.95,2.26,0.08,0.27,3.89,11.30,737.00
09/21/2011 11:00:00,27.30,5.92,197.00,20.20,4.03,2.68,0.09,0.24,3.87,11.40,749.00
09/21/2011 14:00:00,27.30,5.85,200.00,19.90,3.97,2.27,0.09,0.28,3.87,11.00,742.00
09/21/2011 17:00:00,27.10,6.06,200.00,19.20,3.81,2.40,0.08,0.29,3.94,10.90,740.00
09/21/2011 20:00:00,26.90,6.05,198.00,22.70,4.80,2.31,0.08,0.30,3.97,3.10,1143.00
09/21/2011 23:00:00,26.80,6.64,202.00,22.10,4.67,2.13,0.08,0.33,4.21,2.80,1060.00
09/22/2011 02:00:00,26.80,6.51,212.00,20.40,4.43,2.08,0.07,0.38,4.33,2.80,1044.00
09/22/2011 05:00:00,26.70,6.34,219.00,22.50,4.14,2.76,0.08,0.43,4.41,2.30,1037.00
09/22/2011 08:00:00,26.70,6.21,224.00,21.00,4.05,2.89,0.08,0.42,4.47,2.60,1123.00
09/22/2011 11:00:00,27.00,6.29,226.00,18.70,4.31,2.21,0.08,0.41,4.32,3.70,1322.00
09/22/2011 14:00:00,26.70,6.31,222.00,20.40,4.27,2.41,0.09,0.34,4.33,3.00,1165.00
09/22/2011 17:00:00,26.60,6.23,219.00,23.80,4.54,2.74,0.09,0.27,3.92,3.40,1264.00
09/22/2011 20:00:00,26.50,6.27,217.00,21.70,4.66,2.04,0.09,0.24,4.02,3.60,1124.00
09/22/2011 23:00:00,26.30,6.31,216.00,20.90,4.75,2.75,0.09,0.22,3.89,3.10,1098.00
09/23/2011 02:00:00,26.20,6.21,213.00,20.50,4.85,2.21,0.09,0.19,3.90,2.90,1111.00
09/23/2011 05:00:00,26.20,6.36,213.00,22.50,4.89,2.72,0.08,0.11,3.78,2.90,1116.00
09/23/2011 08:00:00,26.20,6.50,216.00,22.10,4.92,2.23,0.08,0.11,3.51,3.10,1121.00
09/23/2011 11:00:00,26.30,6.59,215.00,19.30,5.05,2.24,0.09,0.10,3.26,3.80,1230.00
09/23/2011 14:00:00,26.50,6.59,215.00,18.40,5.31,2.84,0.09,0.09,3.34,4.00,1374.00
09/23/2011 17:00:00,26.30,6.56,214.00,18.60,5.19,2.27,0.09,0.09,3.35,3.50,1086.00
09/23/2011 20:00:00,26.10,6.55,213.00,20.00,5.11,2.22,0.11,0.08,3.43,3.70,1041.00
09/23/2011 23:00:00,,,,,,,,,,,
09/24/2011 00:57:00,,,,,,0.25,0.00,0.03,0.05,,
09/24/2011 02:00:00,,,,,,,,,,,
09/24/2011 05:00:00,,,,,,,,,,,
09/24/2011 08:00:00,,,,,,,,,,,
09/24/2011 11:00:00,,,,,,,,,,,
09/24/2011 14:00:00,,,,,,,,,,,
09/24/2011 17:00:00,26.60,6.75,218.00,17.80,5.65,2.89,0.08,0.11,3.37,4.90,1509.00
09/24/2011 20:00:00,26.10,5.81,218.00,19.10,5.16,2.35,0.08,0.09,3.30,4.80,1041.00
09/24/2011 23:00:00,25.90,5.79,218.00,18.30,4.91,2.40,0.08,0.08,3.22,4.40,1007.00
09/25/2011 02:00:00,25.90,5.89,219.00,18.00,5.04,2.39,0.08,0.09,3.11,6.30,1054.00
09/25/2011 05:00:00,25.80,6.02,224.00,19.00,5.12,2.39,0.08,0.08,3.16,4.70,1189.00
09/25/2011 08:00:00,25.90,6.06,228.00,19.70,5.03,2.51,0.08,0.09,3.09,4.80,1180.00
09/25/2011 11:00:00,26.50,6.12,228.00,17.20,5.35,2.10,0.08,0.03,2.96,5.30,1430.00
09/25/2011 14:00:00,26.40,6.04,229.00,16.40,5.64,2.51,0.08,0.06,2.95,5.80,1521.00
09/25/2011 17:00:00,26.10,5.99,229.00,17.50,5.60,2.86,0.07,0.05,3.05,6.10,1533.00
09/25/2011 20:00:00,25.80,5.98,230.00,18.80,5.14,1.99,0.08,0.03,2.96,5.80,1088.00
09/25/2011 23:00:00,25.70,5.94,228.00,182.30,5.09,1.99,0.08,0.06,2.87,2.80,1024.00
09/26/2011 02:00:00,25.90,5.89,224.00,183.10,5.48,2.43,0.07,0.03,3.01,3.00,1150.00
09/26/2011 05:00:00,25.70,5.90,225.00,184.50,5.44,2.29,0.07,0.06,2.73,3.10,1134.00
09/26/2011 08:00:00,25.80,5.90,226.00,187.40,5.36,2.28,0.07,0.03,2.66,3.00,1189.00
09/26/2011 11:00:00,26.70,6.89,226.00,14.10,5.74,2.34,0.07,0.03,2.98,4.30,1382.00
09/26/2011 14:00:00,26.60,7.00,225.00,13.20,6.05,2.05,0.07,0.03,2.46,5.60,1847.00
09/26/2011 17:00:00,26.20,6.84,225.00,13.40,5.64,2.37,0.07,0.03,2.81,3.50,1129.00
09/26/2011 20:00:00,25.80,6.84,224.00,15.10,5.32,2.48,0.07,0.03,2.73,3.50,1081.00
09/26/2011 23:00:00,25.70,6.96,223.00,12.90,5.19,2.08,0.07,0.03,2.79,2.90,989.00
09/27/2011 02:00:00,25.70,6.96,222.00,14.00,5.43,2.27,0.07,0.03,2.44,3.40,1239.00
09/27/2011 05:00:00,25.60,6.96,224.00,14.60,5.47,2.18,0.07,0.05,2.73,3.50,1261.00
09/27/2011 08:00:00,25.90,7.57,226.00,13.40,5.31,1.84,0.07,0.06,2.79,3.60,1391.00
09/27/2011 11:00:00,26.80,7.54,229.00,12.00,5.64,2.42,0.07,0.03,2.87,3.90,1464.00
09/27/2011 14:00:00,27.50,7.59,232.00,10.90,6.42,2.60,0.06,0.03,2.88,5.40,2130.00
09/27/2011 17:00:00,26.80,7.58,231.00,10.40,6.24,2.03,0.06,0.03,2.73,5.40,1873.00
09/27/2011 20:00:00,26.10,7.54,230.00,11.60,5.58,2.59,0.06,0.03,2.73,4.50,1356.00
09/27/2011 23:00:00,25.90,7.51,231.00,11.10,5.35,2.59,0.07,0.03,2.84,4.50,1234.00
09/28/2011 02:00:00,26.00,7.54,232.00,10.70,5.70,1.78,0.06,0.03,3.08,4.60,1503.00
09/28/2011 05:00:00,25.90,7.52,234.00,10.60,5.54,2.35,0.06,0.03,2.61,4.80,1467.00
09/28/2011 08:00:00,25.90,7.51,235.00,11.60,5.48,2.28,0.06,0.03,3.28,4.60,1579.00
09/28/2011 11:00:00,27.00,7.57,238.00,8.90,6.34,2.29,0.06,0.03,3.19,6.20,2677.00
09/28/2011 14:00:00,27.30,7.63,237.00,9.20,7.24,2.49,0.06,0.03,2.49,6.50,2556.00
09/28/2011 17:00:00,27.10,7.65,237.00,8.90,7.38,2.32,0.06,0.03,2.91,5.90,2426.00
09/28/2011 20:00:00,26.40,7.50,235.00,10.90,5.78,2.43,0.06,0.03,2.68,5.50,1537.00
09/28/2011 23:00:00,26.30,7.49,234.00,11.60,5.25,2.25,0.06,0.03,2.43,4.90,1346.00
09/29/2011 02:00:00,26.20,7.46,235.00,10.80,5.41,2.02,0.06,0.03,2.85,5.40,1398.00
09/29/2011 05:00:00,26.10,7.44,237.00,12.00,5.26,2.02,0.07,0.03,2.69,5.10,1490.00
09/29/2011 08:00:00,26.30,7.43,237.00,12.20,5.17,2.15,0.06,0.03,3.18,6.30,1521.00
09/29/2011 11:00:00,26.70,7.43,236.00,9.50,5.59,2.71,0.06,0.03,2.90,5.70,2285.00
09/29/2011 14:00:00,27.10,7.49,235.00,9.40,6.61,2.48,0.06,0.03,2.98,7.00,3091.00
09/29/2011 17:00:00,27.10,7.53,234.00,8.70,6.88,2.26,0.05,0.03,2.56,6.60,2751.00
09/29/2011 20:00:00,26.30,7.40,236.00,9.30,5.09,2.83,0.06,0.03,2.43,6.10,1533.00
09/29/2011 23:00:00,26.30,7.39,237.00,9.70,5.09,2.13,0.06,0.03,2.69,6.20,1296.00
09/30/2011 02:00:00,26.20,7.36,237.00,10.90,4.81,2.15,0.06,0.03,2.78,6.50,1230.00
09/30/2011 05:00:00,26.10,7.35,238.00,10.20,4.54,2.41,0.06,0.03,3.01,7.00,1201.00
09/30/2011 08:00:00,26.20,7.38,237.00,10.30,4.69,1.81,0.06,0.03,3.12,7.30,1475.00
09/30/2011 11:00:00,27.80,7.42,237.00,8.90,5.94,2.91,0.06,0.03,2.19,7.80,1982.00
09/30/2011 14:00:00,28.70,7.63,236.00,8.70,8.32,3.07,0.06,0.03,2.49,8.30,3029.00
09/30/2011 17:00:00,29.10,7.90,235.00,7.70,9.73,3.01,0.06,0.03,2.75,9.00,2822.00
09/30/2011 20:00:00,28.10,7.66,231.00,8.30,8.46,2.94,0.05,0.03,2.87,8.00,2415.00
09/30/2011 23:00:00,26.80,7.42,230.00,8.70,5.50,2.85,0.05,0.03,2.54,9.00,1662.00
10/01/2011 02:00:00,26.50,7.37,228.00,9.90,4.97,2.57,0.06,0.03,2.15,10.30,1344.00
10/01/2011 05:00:00,26.50,7.38,228.00,10.30,5.14,2.59,0.06,0.03,2.15,9.10,1561.00
10/01/2011 08:00:00,26.60,7.36,228.00,9.60,5.10,2.30,0.06,0.03,2.11,9.10,1707.00
10/01/2011 11:00:00,26.60,7.36,231.00,9.20,5.25,2.73,0.06,0.03,2.44,8.50,1941.00
10/01/2011 14:00:00,26.60,7.36,232.00,10.00,5.24,2.56,0.06,0.03,2.36,9.60,1957.00
10/01/2011 17:00:00,26.40,7.35,231.00,10.60,4.98,2.07,0.06,0.03,2.11,,1439.00
10/01/2011 20:00:00,26.30,7.38,231.00,10.00,5.08,2.82,0.06,0.03,2.44,8.60,1573.00
10/01/2011 23:00:00,26.20,7.41,232.00,8.90,5.25,2.82,0.06,0.03,2.39,8.40,1724.00
10/02/2011 02:00:00,26.10,7.43,233.00,9.50,5.11,2.54,0.06,0.03,2.28,9.00,1617.00
10/02/2011 05:00:00,25.90,7.42,232.00,10.90,4.93,2.34,0.06,0.03,2.20,8.60,1721.00
10/02/2011 08:00:00,26.00,7.41,233.00,11.80,4.84,2.32,0.07,0.03,2.23,7.90,1700.00
10/02/2011 11:00:00,26.10,7.41,233.00,12.20,4.90,2.47,0.07,0.03,2.17,8.10,1757.00
10/02/2011 14:00:00,25.80,7.41,233.00,12.10,4.94,2.22,0.07,0.03,2.17,8.60,1813.00
10/02/2011 17:00:00,25.60,7.44,232.00,10.40,5.01,2.42,0.07,0.03,2.42,8.70,1964.00
10/02/2011 20:00:00,25.40,7.50,226.00,12.90,5.26,1.81,0.07,0.03,2.30,9.00,2188.00
10/02/2011 23:00:00,25.30,7.49,225.00,13.10,5.07,2.55,0.09,0.03,2.96,8.00,2323.00
10/03/2011 02:00:00,25.30,7.49,228.00,12.90,5.06,2.96,0.08,0.03,2.64,8.10,2183.00
10/03/2011 17:23:00,25.00,7.46,221.00,12.00,5.82,2.33,0.08,0.13,3.10,9.50,2615.00
10/03/2011 20:23:00,25.00,7.42,218.00,11.90,5.22,2.56,0.08,0.13,2.53,8.10,2074.00
10/03/2011 23:23:00,25.00,7.41,216.00,11.70,5.20,2.23,0.07,0.14,2.68,8.30,2160.00
10/04/2011 02:00:00,24.90,7.39,214.00,11.90,5.11,2.67,0.07,0.14,2.83,9.70,2175.00
10/04/2011 05:00:00,24.80,7.38,212.00,10.70,5.08,2.20,0.07,0.14,3.13,13.40,2374.00
10/04/2011 08:00:00,24.70,7.37,209.00,11.50,5.09,2.29,0.07,0.14,2.71,8.40,2501.00
10/04/2011 11:00:00,24.80,7.35,208.00,11.30,5.13,2.20,0.07,0.17,2.55,9.00,2487.00
10/04/2011 14:00:00,24.90,7.33,208.00,12.50,5.25,2.04,0.07,0.17,2.27,9.30,2460.00
10/04/2011 17:00:00,24.70,7.30,207.00,11.50,5.23,2.58,0.07,0.16,2.57,9.30,2395.00
10/04/2011 20:00:00,24.60,7.31,206.00,11.80,5.21,2.58,0.07,0.16,2.63,8.10,2475.00
10/04/2011 23:00:00,24.50,7.30,207.00,11.20,5.24,2.58,0.06,0.16,1.81,8.50,2641.00
10/05/2011 02:00:00,24.50,7.29,206.00,10.60,5.22,1.96,0.06,0.19,2.62,8.20,2818.00
10/05/2011 05:00:00,24.40,7.30,203.00,13.10,5.28,2.30,0.06,0.17,2.13,7.80,2983.00
10/05/2011 08:00:00,24.40,7.31,200.00,17.10,5.34,2.55,0.06,0.15,2.25,8.90,3160.00
10/05/2011 11:00:00,24.70,7.31,200.00,11.50,5.53,2.41,0.06,0.14,2.00,9.00,3343.00
10/05/2011 14:00:00,25.40,7.38,196.00,12.10,6.21,2.77,0.07,0.12,2.29,,3638.00
10/05/2011 17:00:00,24.90,7.31,195.00,11.90,5.76,2.10,0.07,0.12,2.10,8.40,3407.00
10/05/2011 20:00:00,24.50,7.30,195.00,12.10,5.52,2.10,0.07,0.10,2.08,7.80,3590.00
10/05/2011 23:00:00,24.30,7.32,194.00,12.40,5.41,1.53,0.07,0.09,2.42,8.70,3682.00
10/06/2011 02:00:00,24.20,7.33,194.00,12.10,5.35,1.53,0.07,0.07,2.45,7.60,3675.00
10/06/2011 05:00:00,24.30,7.39,199.00,11.90,5.51,2.68,0.08,0.07,2.18,7.30,3708.00
10/06/2011 08:00:00,24.40,7.39,201.00,12.80,5.57,2.00,0.08,0.05,2.17,6.90,3755.00
10/06/2011 11:00:00,24.70,7.40,203.00,12.60,5.74,2.47,0.08,0.07,2.19,7.10,3853.00
10/06/2011 14:00:00,25.00,7.39,205.00,12.40,5.92,1.93,0.08,0.03,2.19,7.10,4043.00
10/06/2011 17:00:00,24.70,7.35,206.00,11.70,5.71,2.13,0.08,0.03,2.07,7.20,4046.00
10/06/2011 20:00:00,24.40,7.32,208.00,12.00,5.37,2.52,0.08,0.03,2.33,6.70,4143.00
